DateTime,RH [%],Temperature [°C],WBT_C,Time,year,month,day,hour,minute,second
2023-12-01 06:35:35.000,72.3,29.1,25.1,2023-12-01 06:35:35,2023,12,1,6,35,35
2023-12-01 06:45:35.000,72.4,29.0,25.0,2023-12-01 06:45:35,2023,12,1,6,45,35
2023-12-01 06:55:35.000,72.2,29.0,25.0,2023-12-01 06:55:35,2023,12,1,6,55,35
2023-12-01 07:05:35.000,72.2,29.0,25.0,2023-12-01 07:05:35,2023,12,1,7,5,35
2023-12-01 07:15:35.000,71.9,29.0,25.0,2023-12-01 07:15:35,2023,12,1,7,15,35
2023-12-01 07:25:35.000,71.8,29.0,25.0,2023-12-01 07:25:35,2023,12,1,7,25,35
2023-12-01 07:35:35.000,72.5,29.0,25.1,2023-12-01 07:35:35,2023,12,1,7,35,35
2023-12-01 07:45:35.000,72.3,29.0,25.1,2023-12-01 07:45:35,2023,12,1,7,45,35
2023-12-01 07:55:35.000,71.5,29.1,25.0,2023-12-01 07:55:35,2023,12,1,7,55,35
2023-12-01 08:05:35.000,72.2,29.2,25.2,2023-12-01 08:05:35,2023,12,1,8,5,35
2023-12-01 08:15:35.000,71.9,29.2,25.2,2023-12-01 08:15:35,2023,12,1,8,15,35
2023-12-01 08:25:35.000,72.2,29.2,25.2,2023-12-01 08:25:35,2023,12,1,8,25,35
2023-12-01 08:35:35.000,72.0,29.2,25.2,2023-12-01 08:35:35,2023,12,1,8,35,35
2023-12-01 08:45:35.000,72.0,29.3,25.3,2023-12-01 08:45:35,2023,12,1,8,45,35
2023-12-01 08:55:35.000,71.8,29.3,25.3,2023-12-01 08:55:35,2023,12,1,8,55,35
2023-12-01 09:05:35.000,71.7,29.5,25.4,2023-12-01 09:05:35,2023,12,1,9,5,35
2023-12-01 09:15:35.000,72.1,29.5,25.5,2023-12-01 09:15:35,2023,12,1,9,15,35
2023-12-01 09:25:35.000,72.1,29.5,25.5,2023-12-01 09:25:35,2023,12,1,9,25,35
2023-12-01 09:35:35.000,70.7,29.6,25.3,2023-12-01 09:35:35,2023,12,1,9,35,35
2023-12-01 09:45:35.000,70.7,29.7,25.5,2023-12-01 09:45:35,2023,12,1,9,45,35
2023-12-01 09:55:35.000,71.3,29.8,25.6,2023-12-01 09:55:35,2023,12,1,9,55,35
2023-12-01 10:05:35.000,72.0,29.8,25.8,2023-12-01 10:05:35,2023,12,1,10,5,35
2023-12-01 10:15:35.000,71.7,29.9,25.8,2023-12-01 10:15:35,2023,12,1,10,15,35
2023-12-01 10:25:35.000,69.6,30.0,25.6,2023-12-01 10:25:35,2023,12,1,10,25,35
2023-12-01 10:35:35.000,69.7,30.2,25.7,2023-12-01 10:35:35,2023,12,1,10,35,35
2023-12-01 10:45:35.000,69.6,30.2,25.8,2023-12-01 10:45:35,2023,12,1,10,45,35
2023-12-01 10:55:35.000,70.6,30.2,25.9,2023-12-01 10:55:35,2023,12,1,10,55,35
2023-12-01 11:05:35.000,72.6,30.5,26.4,2023-12-01 11:05:35,2023,12,1,11,5,35
2023-12-01 11:15:35.000,71.9,30.8,26.6,2023-12-01 11:15:35,2023,12,1,11,15,35
2023-12-01 11:25:35.000,73.4,30.9,27.0,2023-12-01 11:25:35,2023,12,1,11,25,35
2023-12-01 11:35:35.000,72.7,30.9,26.9,2023-12-01 11:35:35,2023,12,1,11,35,35
2023-12-01 11:45:35.000,71.7,31.0,26.8,2023-12-01 11:45:35,2023,12,1,11,45,35
2023-12-01 11:55:35.000,71.9,30.9,26.7,2023-12-01 11:55:35,2023,12,1,11,55,35
2023-12-01 12:05:35.000,71.8,31.1,26.9,2023-12-01 12:05:35,2023,12,1,12,5,35
2023-12-01 12:15:35.000,73.3,31.2,27.3,2023-12-01 12:15:35,2023,12,1,12,15,35
2023-12-01 12:25:35.000,73.6,31.2,27.3,2023-12-01 12:25:35,2023,12,1,12,25,35
2023-12-01 12:35:35.000,73.2,31.0,27.1,2023-12-01 12:35:35,2023,12,1,12,35,35
2023-12-01 12:45:35.000,73.6,31.3,27.3,2023-12-01 12:45:35,2023,12,1,12,45,35
2023-12-01 12:55:35.000,72.2,31.4,27.3,2023-12-01 12:55:35,2023,12,1,12,55,35
2023-12-01 13:05:35.000,73.0,31.4,27.4,2023-12-01 13:05:35,2023,12,1,13,5,35
2023-12-01 13:15:35.000,72.2,31.3,27.2,2023-12-01 13:15:35,2023,12,1,13,15,35
2023-12-01 13:25:35.000,73.6,31.4,27.4,2023-12-01 13:25:35,2023,12,1,13,25,35
2023-12-01 13:35:35.000,73.2,31.5,27.5,2023-12-01 13:35:35,2023,12,1,13,35,35
2023-12-01 13:45:35.000,72.7,31.5,27.4,2023-12-01 13:45:35,2023,12,1,13,45,35
2023-12-01 13:55:35.000,73.5,31.3,27.4,2023-12-01 13:55:35,2023,12,1,13,55,35
2023-12-01 14:05:35.000,73.0,31.3,27.2,2023-12-01 14:05:35,2023,12,1,14,5,35
2023-12-01 14:15:36.000,74.4,31.1,27.4,2023-12-01 14:15:36,2023,12,1,14,15,36
2023-12-01 14:25:36.000,74.5,31.2,27.4,2023-12-01 14:25:36,2023,12,1,14,25,36
2023-12-01 14:35:36.000,74.3,31.1,27.3,2023-12-01 14:35:36,2023,12,1,14,35,36
2023-12-01 14:45:36.000,73.3,31.2,27.2,2023-12-01 14:45:36,2023,12,1,14,45,36
2023-12-01 14:55:36.000,74.0,31.1,27.3,2023-12-01 14:55:36,2023,12,1,14,55,36
2023-12-01 15:05:36.000,73.6,31.2,27.2,2023-12-01 15:05:36,2023,12,1,15,5,36
2023-12-01 15:15:36.000,75.2,31.0,27.4,2023-12-01 15:15:36,2023,12,1,15,15,36
2023-12-01 15:25:36.000,75.2,31.0,27.3,2023-12-01 15:25:36,2023,12,1,15,25,36
2023-12-01 15:35:36.000,75.8,31.0,27.4,2023-12-01 15:35:36,2023,12,1,15,35,36
2023-12-01 15:45:36.000,75.8,30.9,27.4,2023-12-01 15:45:36,2023,12,1,15,45,36
2023-12-01 15:55:36.000,75.6,31.0,27.4,2023-12-01 15:55:36,2023,12,1,15,55,36
2023-12-01 16:05:36.000,76.1,30.8,27.3,2023-12-01 16:05:36,2023,12,1,16,5,36
2023-12-01 16:15:36.000,76.4,30.8,27.4,2023-12-01 16:15:36,2023,12,1,16,15,36
2023-12-01 16:25:36.000,76.5,30.7,27.3,2023-12-01 16:25:36,2023,12,1,16,25,36
2023-12-01 16:35:36.000,77.5,30.7,27.4,2023-12-01 16:35:36,2023,12,1,16,35,36
2023-12-01 16:45:36.000,77.1,30.7,27.3,2023-12-01 16:45:36,2023,12,1,16,45,36
2023-12-01 16:55:36.000,77.8,30.6,27.4,2023-12-01 16:55:36,2023,12,1,16,55,36
2023-12-01 17:05:36.000,77.8,30.5,27.3,2023-12-01 17:05:36,2023,12,1,17,5,36
2023-12-01 17:15:36.000,78.5,30.4,27.3,2023-12-01 17:15:36,2023,12,1,17,15,36
2023-12-01 17:25:36.000,79.4,30.4,27.4,2023-12-01 17:25:36,2023,12,1,17,25,36
2023-12-01 17:35:36.000,80.1,30.3,27.4,2023-12-01 17:35:36,2023,12,1,17,35,36
2023-12-01 17:45:36.000,81.7,30.3,27.6,2023-12-01 17:45:36,2023,12,1,17,45,36
2023-12-01 17:55:36.000,79.7,30.2,27.3,2023-12-01 17:55:36,2023,12,1,17,55,36
2023-12-01 18:05:36.000,80.3,30.2,27.4,2023-12-01 18:05:36,2023,12,1,18,5,36
2023-12-01 18:15:36.000,81.5,30.2,27.5,2023-12-01 18:15:36,2023,12,1,18,15,36
2023-12-01 18:25:36.000,82.1,30.1,27.6,2023-12-01 18:25:36,2023,12,1,18,25,36
2023-12-01 18:35:36.000,81.7,30.1,27.5,2023-12-01 18:35:36,2023,12,1,18,35,36
2023-12-01 18:45:36.000,81.2,30.2,27.5,2023-12-01 18:45:36,2023,12,1,18,45,36
2023-12-01 18:55:36.000,80.3,30.2,27.4,2023-12-01 18:55:36,2023,12,1,18,55,36
2023-12-01 19:05:36.000,80.0,30.2,27.4,2023-12-01 19:05:36,2023,12,1,19,5,36
2023-12-01 19:15:36.000,78.4,30.3,27.2,2023-12-01 19:15:36,2023,12,1,19,15,36
2023-12-01 19:25:36.000,76.4,30.5,27.1,2023-12-01 19:25:36,2023,12,1,19,25,36
2023-12-01 19:35:36.000,77.1,30.4,27.1,2023-12-01 19:35:36,2023,12,1,19,35,36
2023-12-01 19:45:36.000,74.3,30.6,26.8,2023-12-01 19:45:36,2023,12,1,19,45,36
2023-12-01 19:55:36.000,72.2,30.8,26.7,2023-12-01 19:55:36,2023,12,1,19,55,36
2023-12-01 20:05:36.000,72.3,30.8,26.7,2023-12-01 20:05:36,2023,12,1,20,5,36
2023-12-01 20:15:36.000,71.0,30.8,26.5,2023-12-01 20:15:36,2023,12,1,20,15,36
2023-12-01 20:25:36.000,71.4,30.8,26.6,2023-12-01 20:25:36,2023,12,1,20,25,36
2023-12-01 20:35:36.000,70.2,30.9,26.5,2023-12-01 20:35:36,2023,12,1,20,35,36
2023-12-01 20:45:36.000,70.3,30.9,26.5,2023-12-01 20:45:36,2023,12,1,20,45,36
2023-12-01 20:55:36.000,70.0,30.9,26.4,2023-12-01 20:55:36,2023,12,1,20,55,36
2023-12-01 21:05:36.000,70.0,30.9,26.4,2023-12-01 21:05:36,2023,12,1,21,5,36
2023-12-01 21:15:36.000,71.0,30.9,26.6,2023-12-01 21:15:36,2023,12,1,21,15,36
2023-12-01 21:25:36.000,71.5,30.8,26.6,2023-12-01 21:25:36,2023,12,1,21,25,36
2023-12-01 21:35:36.000,71.4,30.7,26.5,2023-12-01 21:35:36,2023,12,1,21,35,36
2023-12-01 21:45:36.000,71.4,30.7,26.5,2023-12-01 21:45:36,2023,12,1,21,45,36
2023-12-01 21:55:36.000,71.2,30.7,26.4,2023-12-01 21:55:36,2023,12,1,21,55,36
2023-12-01 22:05:36.000,71.2,30.7,26.4,2023-12-01 22:05:36,2023,12,1,22,5,36
2023-12-01 22:15:36.000,71.3,30.6,26.4,2023-12-01 22:15:36,2023,12,1,22,15,36
2023-12-01 22:25:36.000,71.6,30.6,26.4,2023-12-01 22:25:36,2023,12,1,22,25,36
2023-12-01 22:35:36.000,71.7,30.5,26.4,2023-12-01 22:35:36,2023,12,1,22,35,36
2023-12-01 22:45:36.000,71.6,30.6,26.4,2023-12-01 22:45:36,2023,12,1,22,45,36
2023-12-01 22:55:36.000,71.7,30.5,26.4,2023-12-01 22:55:36,2023,12,1,22,55,36
2023-12-01 23:05:36.000,71.4,30.5,26.3,2023-12-01 23:05:36,2023,12,1,23,5,36
2023-12-01 23:15:36.000,71.5,30.5,26.3,2023-12-01 23:15:36,2023,12,1,23,15,36
2023-12-01 23:25:36.000,71.5,30.5,26.3,2023-12-01 23:25:36,2023,12,1,23,25,36
2023-12-01 23:35:36.000,71.4,30.4,26.2,2023-12-01 23:35:36,2023,12,1,23,35,36
2023-12-01 23:45:36.000,71.3,30.4,26.2,2023-12-01 23:45:36,2023,12,1,23,45,36
2023-12-01 23:55:36.000,70.7,30.5,26.1,2023-12-01 23:55:36,2023,12,1,23,55,36
2023-12-02 00:05:36.000,70.0,30.6,26.2,2023-12-02 00:05:36,2023,12,2,0,5,36
2023-12-02 00:15:36.000,69.7,30.6,26.1,2023-12-02 00:15:36,2023,12,2,0,15,36
2023-12-02 00:25:36.000,69.3,30.7,26.1,2023-12-02 00:25:36,2023,12,2,0,25,36
2023-12-02 00:35:36.000,69.0,30.7,26.1,2023-12-02 00:35:36,2023,12,2,0,35,36
2023-12-02 00:45:36.000,68.9,30.7,26.1,2023-12-02 00:45:36,2023,12,2,0,45,36
2023-12-02 00:55:36.000,69.0,30.7,26.1,2023-12-02 00:55:36,2023,12,2,0,55,36
2023-12-02 01:05:36.000,68.6,30.7,26.1,2023-12-02 01:05:36,2023,12,2,1,5,36
2023-12-02 01:15:36.000,68.7,30.7,26.1,2023-12-02 01:15:36,2023,12,2,1,15,36
2023-12-02 01:25:36.000,68.5,30.8,26.1,2023-12-02 01:25:36,2023,12,2,1,25,36
2023-12-02 01:35:36.000,68.2,30.7,26.0,2023-12-02 01:35:36,2023,12,2,1,35,36
2023-12-02 01:45:36.000,68.1,30.7,26.0,2023-12-02 01:45:36,2023,12,2,1,45,36
2023-12-02 01:55:36.000,68.1,30.7,25.9,2023-12-02 01:55:36,2023,12,2,1,55,36
2023-12-02 02:05:36.000,68.3,30.8,26.0,2023-12-02 02:05:36,2023,12,2,2,5,36
2023-12-02 02:15:36.000,67.8,30.7,25.9,2023-12-02 02:15:36,2023,12,2,2,15,36
2023-12-02 02:25:36.000,68.2,30.7,26.0,2023-12-02 02:25:36,2023,12,2,2,25,36
2023-12-02 02:35:36.000,68.6,30.5,25.9,2023-12-02 02:35:36,2023,12,2,2,35,36
2023-12-02 02:45:36.000,68.7,30.6,25.9,2023-12-02 02:45:36,2023,12,2,2,45,36
2023-12-02 02:55:36.000,68.6,30.5,25.8,2023-12-02 02:55:36,2023,12,2,2,55,36
2023-12-02 03:05:36.000,68.7,30.5,25.8,2023-12-02 03:05:36,2023,12,2,3,5,36
2023-12-02 03:15:36.000,68.7,30.4,25.8,2023-12-02 03:15:36,2023,12,2,3,15,36
2023-12-02 03:25:36.000,68.9,30.4,25.8,2023-12-02 03:25:36,2023,12,2,3,25,36
2023-12-02 03:35:36.000,72.7,30.1,26.2,2023-12-02 03:35:36,2023,12,2,3,35,36
2023-12-02 03:45:36.000,74.9,29.9,26.2,2023-12-02 03:45:36,2023,12,2,3,45,36
2023-12-02 03:55:37.000,76.1,29.8,26.3,2023-12-02 03:55:37,2023,12,2,3,55,37
2023-12-02 04:05:36.000,76.8,29.5,26.2,2023-12-02 04:05:36,2023,12,2,4,5,36
2023-12-02 04:15:37.000,77.4,29.5,26.2,2023-12-02 04:15:37,2023,12,2,4,15,37
2023-12-02 04:25:36.000,78.9,29.4,26.4,2023-12-02 04:25:36,2023,12,2,4,25,36
2023-12-02 04:35:36.000,81.1,29.1,26.4,2023-12-02 04:35:36,2023,12,2,4,35,36
2023-12-02 04:45:36.000,81.0,28.8,26.1,2023-12-02 04:45:36,2023,12,2,4,45,36
2023-12-02 04:55:36.000,81.7,28.7,26.1,2023-12-02 04:55:36,2023,12,2,4,55,36
2023-12-02 05:05:37.000,80.7,28.5,25.8,2023-12-02 05:05:37,2023,12,2,5,5,37
2023-12-02 05:15:36.000,80.9,28.5,25.8,2023-12-02 05:15:36,2023,12,2,5,15,36
2023-12-02 05:25:36.000,81.8,28.5,25.9,2023-12-02 05:25:36,2023,12,2,5,25,36
2023-12-02 05:35:36.000,80.1,28.4,25.6,2023-12-02 05:35:36,2023,12,2,5,35,36
2023-12-02 05:45:37.000,80.1,28.3,25.5,2023-12-02 05:45:37,2023,12,2,5,45,37
2023-12-02 05:55:36.000,80.9,28.1,25.4,2023-12-02 05:55:36,2023,12,2,5,55,36
2023-12-02 06:05:37.000,80.6,28.0,25.3,2023-12-02 06:05:37,2023,12,2,6,5,37
2023-12-02 06:15:36.000,81.2,28.0,25.4,2023-12-02 06:15:36,2023,12,2,6,15,36
2023-12-02 06:25:37.000,82.1,28.1,25.6,2023-12-02 06:25:37,2023,12,2,6,25,37
2023-12-02 06:35:36.000,81.6,28.1,25.6,2023-12-02 06:35:36,2023,12,2,6,35,36
2023-12-02 06:45:36.000,81.6,28.2,25.6,2023-12-02 06:45:36,2023,12,2,6,45,36
2023-12-02 06:55:36.000,82.6,28.2,25.8,2023-12-02 06:55:36,2023,12,2,6,55,36
2023-12-02 07:05:36.000,82.5,28.3,25.8,2023-12-02 07:05:36,2023,12,2,7,5,36
2023-12-02 07:15:37.000,82.5,28.4,25.9,2023-12-02 07:15:37,2023,12,2,7,15,37
2023-12-02 07:25:36.000,82.6,28.5,26.0,2023-12-02 07:25:36,2023,12,2,7,25,36
2023-12-02 07:35:37.000,82.5,28.6,26.2,2023-12-02 07:35:37,2023,12,2,7,35,37
2023-12-02 07:45:36.000,82.7,28.7,26.3,2023-12-02 07:45:36,2023,12,2,7,45,36
2023-12-02 07:55:37.000,82.9,28.8,26.4,2023-12-02 07:55:37,2023,12,2,7,55,37
2023-12-02 08:05:37.000,83.5,28.8,26.5,2023-12-02 08:05:37,2023,12,2,8,5,37
2023-12-02 08:15:37.000,82.9,28.9,26.5,2023-12-02 08:15:37,2023,12,2,8,15,37
2023-12-02 08:25:37.000,82.6,29.0,26.5,2023-12-02 08:25:37,2023,12,2,8,25,37
2023-12-02 08:35:37.000,82.5,29.0,26.6,2023-12-02 08:35:37,2023,12,2,8,35,37
2023-12-02 08:45:37.000,82.4,29.0,26.5,2023-12-02 08:45:37,2023,12,2,8,45,37
2023-12-02 08:55:37.000,83.1,29.1,26.7,2023-12-02 08:55:37,2023,12,2,8,55,37
2023-12-02 09:05:37.000,82.7,29.2,26.8,2023-12-02 09:05:37,2023,12,2,9,5,37
2023-12-02 09:15:37.000,82.3,29.3,26.8,2023-12-02 09:15:37,2023,12,2,9,15,37
2023-12-02 09:25:37.000,82.9,29.3,26.9,2023-12-02 09:25:37,2023,12,2,9,25,37
2023-12-02 09:35:37.000,82.8,29.3,26.9,2023-12-02 09:35:37,2023,12,2,9,35,37
2023-12-02 09:45:37.000,82.3,29.3,26.8,2023-12-02 09:45:37,2023,12,2,9,45,37
2023-12-02 09:55:37.000,82.3,29.4,26.9,2023-12-02 09:55:37,2023,12,2,9,55,37
2023-12-02 10:05:37.000,82.0,29.5,26.9,2023-12-02 10:05:37,2023,12,2,10,5,37
2023-12-02 10:15:37.000,82.2,29.5,27.0,2023-12-02 10:15:37,2023,12,2,10,15,37
2023-12-02 10:25:37.000,82.1,29.6,27.1,2023-12-02 10:25:37,2023,12,2,10,25,37
2023-12-02 10:35:37.000,81.5,29.8,27.2,2023-12-02 10:35:37,2023,12,2,10,35,37
2023-12-02 10:45:37.000,79.6,30.1,27.1,2023-12-02 10:45:37,2023,12,2,10,45,37
2023-12-02 10:55:37.000,80.3,30.0,27.2,2023-12-02 10:55:37,2023,12,2,10,55,37
2023-12-02 11:05:37.000,80.3,30.3,27.5,2023-12-02 11:05:37,2023,12,2,11,5,37
2023-12-02 11:15:37.000,79.5,30.4,27.5,2023-12-02 11:15:37,2023,12,2,11,15,37
2023-12-02 11:25:37.000,78.8,30.4,27.3,2023-12-02 11:25:37,2023,12,2,11,25,37
2023-12-02 11:35:37.000,80.0,30.4,27.5,2023-12-02 11:35:37,2023,12,2,11,35,37
2023-12-02 11:45:37.000,80.2,30.4,27.6,2023-12-02 11:45:37,2023,12,2,11,45,37
2023-12-02 11:55:37.000,79.9,30.5,27.6,2023-12-02 11:55:37,2023,12,2,11,55,37
2023-12-02 12:05:37.000,78.7,30.6,27.5,2023-12-02 12:05:37,2023,12,2,12,5,37
2023-12-02 12:15:37.000,78.5,30.6,27.5,2023-12-02 12:15:37,2023,12,2,12,15,37
2023-12-02 12:25:37.000,78.2,30.6,27.5,2023-12-02 12:25:37,2023,12,2,12,25,37
2023-12-02 12:35:37.000,78.5,30.7,27.6,2023-12-02 12:35:37,2023,12,2,12,35,37
2023-12-02 12:45:37.000,76.9,30.6,27.3,2023-12-02 12:45:37,2023,12,2,12,45,37
2023-12-02 12:55:37.000,77.4,30.8,27.5,2023-12-02 12:55:37,2023,12,2,12,55,37
2023-12-02 13:05:37.000,76.6,30.9,27.5,2023-12-02 13:05:37,2023,12,2,13,5,37
2023-12-02 13:15:37.000,75.0,30.9,27.2,2023-12-02 13:15:37,2023,12,2,13,15,37
2023-12-02 13:25:37.000,77.7,30.8,27.5,2023-12-02 13:25:37,2023,12,2,13,25,37
2023-12-02 13:35:38.000,76.5,30.9,27.4,2023-12-02 13:35:38,2023,12,2,13,35,38
2023-12-02 13:45:38.000,76.8,31.0,27.6,2023-12-02 13:45:38,2023,12,2,13,45,38
2023-12-02 13:55:38.000,77.2,30.9,27.6,2023-12-02 13:55:38,2023,12,2,13,55,38
2023-12-02 14:05:38.000,75.4,30.9,27.3,2023-12-02 14:05:38,2023,12,2,14,5,38
2023-12-02 14:15:38.000,75.7,30.8,27.3,2023-12-02 14:15:38,2023,12,2,14,15,38
2023-12-02 14:25:38.000,75.9,30.7,27.2,2023-12-02 14:25:38,2023,12,2,14,25,38
2023-12-02 14:35:38.000,77.9,30.8,27.5,2023-12-02 14:35:38,2023,12,2,14,35,38
2023-12-02 14:45:38.000,77.1,30.7,27.4,2023-12-02 14:45:38,2023,12,2,14,45,38
2023-12-02 14:55:38.000,76.6,30.7,27.3,2023-12-02 14:55:38,2023,12,2,14,55,38
2023-12-02 15:05:38.000,76.9,30.7,27.3,2023-12-02 15:05:38,2023,12,2,15,5,38
2023-12-02 15:15:38.000,77.2,30.9,27.6,2023-12-02 15:15:38,2023,12,2,15,15,38
2023-12-02 15:25:38.000,76.7,30.8,27.4,2023-12-02 15:25:38,2023,12,2,15,25,38
2023-12-02 15:35:38.000,77.6,30.7,27.4,2023-12-02 15:35:38,2023,12,2,15,35,38
2023-12-02 15:45:38.000,79.1,30.6,27.6,2023-12-02 15:45:38,2023,12,2,15,45,38
2023-12-02 15:55:38.000,79.5,30.5,27.6,2023-12-02 15:55:38,2023,12,2,15,55,38
2023-12-02 16:05:38.000,79.5,30.5,27.6,2023-12-02 16:05:38,2023,12,2,16,5,38
2023-12-02 16:15:38.000,80.2,30.5,27.7,2023-12-02 16:15:38,2023,12,2,16,15,38
2023-12-02 16:25:38.000,80.4,30.5,27.6,2023-12-02 16:25:38,2023,12,2,16,25,38
2023-12-02 16:35:38.000,81.5,30.4,27.7,2023-12-02 16:35:38,2023,12,2,16,35,38
2023-12-02 16:45:38.000,80.7,30.3,27.6,2023-12-02 16:45:38,2023,12,2,16,45,38
2023-12-02 16:55:38.000,80.4,30.3,27.5,2023-12-02 16:55:38,2023,12,2,16,55,38
2023-12-02 17:05:38.000,80.4,30.3,27.5,2023-12-02 17:05:38,2023,12,2,17,5,38
2023-12-02 17:15:38.000,81.3,30.2,27.5,2023-12-02 17:15:38,2023,12,2,17,15,38
2023-12-02 17:25:38.000,81.2,30.2,27.5,2023-12-02 17:25:38,2023,12,2,17,25,38
2023-12-02 17:35:38.000,81.1,30.2,27.5,2023-12-02 17:35:38,2023,12,2,17,35,38
2023-12-02 17:45:38.000,81.9,30.1,27.5,2023-12-02 17:45:38,2023,12,2,17,45,38
2023-12-02 17:55:38.000,83.7,30.1,27.8,2023-12-02 17:55:38,2023,12,2,17,55,38
2023-12-02 18:05:38.000,83.4,30.0,27.7,2023-12-02 18:05:38,2023,12,2,18,5,38
2023-12-02 18:15:38.000,81.7,30.1,27.5,2023-12-02 18:15:38,2023,12,2,18,15,38
2023-12-02 18:25:38.000,80.8,30.1,27.4,2023-12-02 18:25:38,2023,12,2,18,25,38
2023-12-02 18:35:38.000,80.4,30.2,27.4,2023-12-02 18:35:38,2023,12,2,18,35,38
2023-12-02 18:45:38.000,80.6,30.2,27.4,2023-12-02 18:45:38,2023,12,2,18,45,38
2023-12-02 18:55:38.000,74.6,30.4,26.7,2023-12-02 18:55:38,2023,12,2,18,55,38
2023-12-02 19:05:38.000,69.5,30.7,26.2,2023-12-02 19:05:38,2023,12,2,19,5,38
2023-12-02 19:15:38.000,69.0,30.7,26.1,2023-12-02 19:15:38,2023,12,2,19,15,38
2023-12-02 19:25:38.000,68.5,30.7,26.0,2023-12-02 19:25:38,2023,12,2,19,25,38
2023-12-02 19:35:38.000,68.4,30.7,26.0,2023-12-02 19:35:38,2023,12,2,19,35,38
