DateTime,RH [%],Temperature [°C],WBT_C
2023-12-25 15:11:09.000,63.6,27.8,22.5
2023-12-25 15:21:09.000,64.3,27.7,22.5
2023-12-25 15:31:09.000,65.5,27.8,22.9
2023-12-25 15:41:09.000,65.2,27.8,22.8
2023-12-25 15:51:09.000,63.6,27.8,22.5
2023-12-25 16:01:09.000,63,27.8,22.4
2023-12-25 16:11:09.000,59.6,27.8,21.9
2023-12-25 16:21:09.000,58.6,27.8,21.8
2023-12-25 16:31:09.000,59.8,27.6,21.8
2023-12-25 16:41:09.000,59.7,27.6,21.8
2023-12-25 16:51:09.000,59.3,27.5,21.6
2023-12-25 17:01:09.000,60.8,27.4,21.8
2023-12-25 17:11:09.000,62.3,27.3,21.9
2023-12-25 17:21:09.000,64.1,27.2,22.1
2023-12-25 17:31:09.000,64.5,27.1,22.1
2023-12-25 17:41:09.000,64.1,27.1,22
2023-12-25 17:51:09.000,60.6,27.1,21.5
2023-12-25 18:01:09.000,60.2,27.2,21.5
2023-12-25 18:11:09.000,60.1,27.2,21.5
2023-12-25 18:21:09.000,61.2,27.2,21.6
2023-12-25 18:31:09.000,61.4,27.1,21.6
2023-12-25 18:41:09.000,61.2,27.1,21.5
2023-12-25 18:51:09.000,61.8,27,21.6
2023-12-25 19:01:09.000,61.4,26.9,21.5
2023-12-25 19:11:09.000,59.8,26.9,21.2
2023-12-25 19:21:09.000,59.8,26.8,21.1
2023-12-25 19:31:09.000,58.2,26.7,20.8
2023-12-25 19:41:09.000,59,26.6,20.8
2023-12-25 19:51:09.000,56.9,26.6,20.5
2023-12-25 20:01:09.000,57.1,26.5,20.4
2023-12-25 20:11:09.000,56.7,26.4,20.3
2023-12-25 20:21:09.000,55.4,26.4,20.1
2023-12-25 20:31:09.000,54.1,26.4,19.9
2023-12-25 20:41:10.000,54.1,26.4,19.9
2023-12-25 20:51:10.000,54.8,26.4,19.9
2023-12-25 21:01:10.000,53.3,26.4,19.7
2023-12-25 21:11:10.000,52.3,26.5,19.6
2023-12-25 21:21:10.000,52.4,26.5,19.7
2023-12-25 21:31:10.000,51.9,26.5,19.6
2023-12-25 21:41:10.000,52.1,26.5,19.6
2023-12-25 21:51:10.000,52,26.6,19.7
2023-12-25 22:01:10.000,50.6,26.6,19.5
2023-12-25 22:11:10.000,51.1,26.6,19.6
2023-12-25 22:21:10.000,50.7,26.6,19.5
2023-12-25 22:31:10.000,51.1,26.6,19.5
2023-12-25 22:41:10.000,49.9,26.6,19.3
2023-12-25 22:51:10.000,50.3,26.6,19.4
2023-12-25 23:01:10.000,49.4,26.5,19.2
2023-12-25 23:11:10.000,50.1,26.5,19.3
2023-12-25 23:21:10.000,50.1,26.5,19.3
2023-12-25 23:31:10.000,49.1,26.5,19.1
2023-12-25 23:41:10.000,50,26.5,19.3
2023-12-25 23:51:10.000,48.5,26.4,19
2023-12-26 00:01:10.000,49.8,26.4,19.2
2023-12-26 00:11:10.000,50.1,26.4,19.2
2023-12-26 00:21:10.000,50.8,26.3,19.3
2023-12-26 00:31:10.000,50.1,26.2,19.1
2023-12-26 00:41:10.000,50.2,26.2,19.1
2023-12-26 00:51:10.000,52.4,26.1,19.3
2023-12-26 01:01:10.000,50.8,26.1,19.1
2023-12-26 01:11:10.000,51.8,26,19.2
2023-12-26 01:21:10.000,51.3,26.2,19.2
2023-12-26 01:31:10.000,51.5,26.2,19.3
2023-12-26 01:41:10.000,51.4,26.1,19.2
2023-12-26 01:51:10.000,52.4,26.1,19.3
2023-12-26 02:01:10.000,52,26.1,19.2
2023-12-26 02:11:10.000,53,26,19.4
2023-12-26 02:21:10.000,55.1,25.9,19.6
2023-12-26 02:31:10.000,54.9,26,19.6
2023-12-26 02:41:10.000,56.6,25.9,19.8
2023-12-26 02:51:10.000,58.2,25.8,20
2023-12-26 03:01:10.000,57.2,25.8,19.8
2023-12-26 03:11:10.000,56.5,25.7,19.6
2023-12-26 03:21:10.000,56,25.6,19.5
2023-12-26 03:31:10.000,55.5,25.6,19.4
2023-12-26 03:41:10.000,55.6,25.6,19.4
2023-12-26 03:51:10.000,55.8,25.6,19.4
2023-12-26 04:01:10.000,58,25.5,19.6
2023-12-26 04:11:10.000,56.3,25.5,19.4
2023-12-26 04:21:10.000,53.2,25.5,18.9
2023-12-26 04:31:10.000,53,25.5,18.9
2023-12-26 04:41:10.000,53.1,25.4,18.9
2023-12-26 04:51:10.000,53,25.3,18.7
2023-12-26 05:01:10.000,54.4,25.3,18.9
2023-12-26 05:11:10.000,52,25.3,18.6
2023-12-26 05:21:10.000,53.3,25.2,18.7
2023-12-26 05:31:10.000,52.7,25.2,18.6
2023-12-26 05:41:10.000,51.9,25.2,18.5
2023-12-26 05:51:10.000,51.5,25.2,18.4
2023-12-26 06:01:10.000,50.9,25.3,18.4
2023-12-26 06:11:10.000,52,25.1,18.4
2023-12-26 06:21:10.000,53.4,25.2,18.7
2023-12-26 06:31:10.000,54.8,25.2,18.9
2023-12-26 06:41:10.000,54.2,25.1,18.8
2023-12-26 06:51:10.000,55.5,25.1,18.9
2023-12-26 07:01:10.000,53.8,25.1,18.7
2023-12-26 07:11:10.000,54,25.1,18.7
2023-12-26 07:21:10.000,53.3,25.2,18.7
2023-12-26 07:31:10.000,53.6,25.1,18.7
2023-12-26 07:41:10.000,53.8,25.2,18.8
2023-12-26 07:51:10.000,53.9,25.3,18.8
2023-12-26 08:01:10.000,55.9,25.4,19.3
2023-12-26 08:11:10.000,55,25.4,19.2
2023-12-26 08:21:10.000,55.1,25.5,19.2
2023-12-26 08:31:10.000,55.2,25.6,19.3
2023-12-26 08:41:10.000,53.7,25.6,19.1
2023-12-26 08:51:10.000,53.6,25.8,19.3
2023-12-26 09:01:11.000,51.9,26,19.1
2023-12-26 09:11:10.000,51,26.1,19.1
2023-12-26 09:21:10.000,51.7,26.1,19.2
2023-12-26 09:31:10.000,53.2,26.3,19.6
2023-12-26 09:41:10.000,52.6,26.3,19.6
2023-12-26 09:51:10.000,50.6,26.4,19.3
2023-12-26 10:01:10.000,54.1,26.5,20
2023-12-26 10:11:10.000,52,26.7,19.8
2023-12-26 10:21:10.000,53.5,26.8,20.1
2023-12-26 10:31:10.000,51.4,27.1,20
2023-12-26 10:41:10.000,50.8,27.2,20
2023-12-26 10:51:10.000,52.9,27.5,20.6
2023-12-26 11:01:10.000,54.1,27.6,20.9
2023-12-26 11:11:10.000,53.7,27.7,20.9
2023-12-26 11:21:10.000,50,27.6,20.3
2023-12-26 11:31:10.000,54.4,27.9,21.2
2023-12-26 11:41:10.000,57.2,27.6,21.4
2023-12-26 11:51:10.000,61.4,27.5,21.9
2023-12-26 12:01:10.000,65.7,27.3,22.5
2023-12-26 12:11:10.000,63.2,27.4,22.1
2023-12-26 12:21:12.000,64,27.4,22.2
2023-12-26 12:31:12.000,62.8,27.5,22.1
2023-12-26 12:41:12.000,59.8,27.5,21.7
2023-12-26 12:51:12.000,63.8,27.6,22.5
2023-12-26 13:01:12.000,62.8,27.7,22.3
2023-12-26 13:11:12.000,61.9,27.7,22.2
2023-12-26 13:21:12.000,60.4,27.8,22.1
2023-12-26 13:31:12.000,60.7,28.1,22.4
2023-12-26 13:41:12.000,64.2,28.2,23.1
2023-12-26 13:51:12.000,62.5,28.3,22.9
2023-12-26 14:01:12.000,61.7,28.4,22.8
2023-12-26 14:11:12.000,60.5,28.4,22.7
2023-12-26 14:21:12.000,58.9,28.5,22.4
2023-12-26 14:31:12.000,59.4,28.5,22.6
2023-12-26 14:41:12.000,57,28,21.7
2023-12-26 14:51:12.000,58.9,28.2,22.2
2023-12-26 15:01:12.000,57.2,28.3,22
2023-12-26 15:11:12.000,58.6,28.4,22.3
2023-12-26 15:21:12.000,57.4,28.4,22.1
2023-12-26 15:31:12.000,60.1,28.3,22.4
2023-12-26 15:41:12.000,56.3,28.4,21.9
2023-12-26 15:51:13.000,59.8,28.2,22.4
2023-12-26 16:01:12.000,60.6,28.2,22.5
2023-12-26 16:11:12.000,59,28.3,22.3
2023-12-26 16:21:12.000,61.9,28.2,22.6
2023-12-26 16:31:12.000,61.3,28.2,22.6
2023-12-26 16:41:13.000,60.9,28.2,22.5
2023-12-26 16:51:13.000,64.1,28.3,23.1
2023-12-26 17:01:13.000,65.5,28.2,23.2
2023-12-26 17:11:13.000,64.6,28.2,23.1
2023-12-26 17:21:13.000,68.1,28.2,23.6
2023-12-26 17:31:13.000,64.3,28.2,23
2023-12-26 17:41:13.000,67.5,28.1,23.4
2023-12-26 17:51:13.000,69,28,23.6
2023-12-26 18:01:13.000,65.6,27.9,23
2023-12-26 18:11:13.000,70.4,27.9,23.7
2023-12-26 18:21:13.000,67.3,27.9,23.2
2023-12-26 18:31:13.000,64.6,27.8,22.8
2023-12-26 18:41:13.000,55.7,28.2,21.7
2023-12-26 18:51:13.000,54.3,28.2,21.5
2023-12-26 19:01:13.000,54.5,28.1,21.4
2023-12-26 19:11:13.000,55.7,28,21.5
2023-12-26 19:21:13.000,55.9,27.8,21.4
2023-12-26 19:31:13.000,56.5,27.7,21.3
2023-12-26 19:41:13.000,56.4,27.5,21.2
2023-12-26 19:51:13.000,56,27.5,21.1
2023-12-26 20:01:13.000,56.5,27.4,21.1
2023-12-26 20:11:13.000,58,27.4,21.3
2023-12-26 20:21:13.000,57,27.3,21.1
2023-12-26 20:31:13.000,57.3,27.3,21.1
2023-12-26 20:41:13.000,58.2,27.2,21.2
2023-12-26 20:51:13.000,58.7,27.1,21.2
2023-12-26 21:01:13.000,59.1,27,21.1
2023-12-26 21:11:13.000,59.5,26.9,21.2
2023-12-26 21:21:13.000,61.2,26.8,21.3
2023-12-26 21:31:13.000,59.7,26.8,21.1
2023-12-26 21:41:13.000,59.8,26.8,21.1
2023-12-26 21:51:13.000,59.6,26.7,21
2023-12-26 22:01:13.000,61,26.7,21.2
2023-12-26 22:11:13.000,62.4,26.6,21.3
2023-12-26 22:21:13.000,62.8,26.4,21.2
2023-12-26 22:31:13.000,62.6,26.4,21.2
2023-12-26 22:41:13.000,61.8,26.5,21.1
2023-12-26 22:51:13.000,61.3,26.5,21.1
2023-12-26 23:01:13.000,62.6,26.4,21.2
2023-12-26 23:11:13.000,61.6,26.4,21
2023-12-26 23:21:13.000,60.5,26.4,20.9
2023-12-26 23:31:13.000,61,26.5,21
2023-12-26 23:41:13.000,59.7,26.6,20.9
2023-12-26 23:51:13.000,59.8,26.8,21.1
2023-12-27 00:01:13.000,57.6,27,20.9
2023-12-27 00:11:13.000,55.6,27.2,20.8
2023-12-27 00:21:13.000,55.6,27.2,20.8
2023-12-27 00:31:13.000,55.2,27.2,20.7
2023-12-27 00:41:13.000,55,27.5,20.9
2023-12-27 00:51:13.000,54.4,27.4,20.8
2023-12-27 01:01:13.000,53.6,27.5,20.7
2023-12-27 01:11:13.000,53.6,27.5,20.7
2023-12-27 01:21:13.000,53.2,27.5,20.7
2023-12-27 01:31:13.000,53.5,27.5,20.7
2023-12-27 01:41:13.000,53.5,27.5,20.7
2023-12-27 01:51:13.000,54.2,27.5,20.8
2023-12-27 02:01:13.000,53.7,27.5,20.7
2023-12-27 02:11:13.000,53.4,27.4,20.6
2023-12-27 02:21:13.000,53.3,27.4,20.6
2023-12-27 02:31:13.000,53.2,27.4,20.5
2023-12-27 02:41:13.000,54,27.3,20.6
2023-12-27 02:51:13.000,54.3,27.3,20.6
2023-12-27 03:01:13.000,54.8,27.2,20.7
2023-12-27 03:11:13.000,54.6,27.1,20.6
2023-12-27 03:21:13.000,54.5,27.2,20.6
2023-12-27 03:31:13.000,54.8,27.1,20.5
2023-12-27 03:41:13.000,55.9,27,20.7
2023-12-27 03:51:13.000,55.4,27,20.6
2023-12-27 04:01:13.000,56,26.9,20.6
2023-12-27 04:11:13.000,57,26.8,20.6
2023-12-27 04:21:13.000,57.2,26.6,20.5
2023-12-27 04:31:13.000,58.6,26.5,20.7
2023-12-27 04:41:13.000,56.8,26.6,20.4
2023-12-27 04:51:14.000,57.7,26.5,20.5
2023-12-27 05:01:13.000,58.8,26.4,20.6
2023-12-27 05:11:13.000,58.2,26.4,20.5
2023-12-27 05:21:13.000,57.6,26.4,20.4
2023-12-27 05:31:14.000,57.5,26.4,20.4
2023-12-27 05:41:13.000,57.4,26.4,20.4
2023-12-27 05:51:13.000,58.9,26.4,20.6
2023-12-27 06:01:13.000,59.8,26.3,20.6
2023-12-27 06:11:13.000,61.3,26.3,20.8
2023-12-27 06:21:13.000,60.3,26.3,20.7
2023-12-27 06:31:13.000,59.7,26.3,20.6
2023-12-27 06:41:13.000,60.3,26.3,20.7
2023-12-27 06:51:13.000,61.7,26.1,20.8
2023-12-27 07:01:13.000,60.1,26,20.5
2023-12-27 07:11:13.000,59.7,26,20.4
2023-12-27 07:21:13.000,59.4,26,20.3
2023-12-27 07:31:14.000,59.5,26.2,20.5
2023-12-27 07:41:14.000,58.5,26.2,20.4
2023-12-27 07:51:15.000,60.9,26.3,20.8
2023-12-27 08:01:15.000,61,26.3,20.9
2023-12-27 08:11:15.000,59,26.4,20.6
2023-12-27 08:21:15.000,59.1,26.6,20.8
2023-12-27 08:31:15.000,59.7,26.7,21
2023-12-27 08:41:15.000,60.7,26.7,21.2
2023-12-27 08:51:15.000,60.2,26.7,21.1
2023-12-27 09:01:15.000,60.6,26.8,21.2
2023-12-27 09:11:15.000,60.3,26.9,21.3
2023-12-27 09:21:15.000,61,27.1,21.5
2023-12-27 09:31:15.000,60,27.2,21.5
2023-12-27 09:41:15.000,59.5,27.4,21.5
2023-12-27 09:51:15.000,60.2,27.6,21.8
2023-12-27 10:01:15.000,60.7,27.7,22
2023-12-27 10:11:15.000,61.3,27.6,22.1
2023-12-27 10:21:15.000,62.2,27.7,22.3
2023-12-27 10:31:15.000,62.6,27.7,22.3
2023-12-27 10:41:15.000,64.9,27.9,22.8
2023-12-27 10:51:15.000,65.5,28,23
2023-12-27 11:01:15.000,65.6,28.1,23.2
2023-12-27 11:11:15.000,64.8,28.1,23
2023-12-27 11:21:15.000,64.5,28.2,23.1
2023-12-27 11:31:15.000,64.9,28.4,23.3
2023-12-27 11:41:15.000,64.9,28.4,23.3
2023-12-27 11:51:15.000,64.5,28.5,23.3
2023-12-27 12:01:15.000,67.6,28.5,23.9
2023-12-27 12:11:15.000,65.9,28.6,23.6
2023-12-27 12:21:15.000,67.2,28.7,23.9
2023-12-27 12:31:15.000,68.8,28.8,24.2
2023-12-27 12:41:15.000,68.7,28.9,24.3
2023-12-27 12:51:15.000,67.9,28.9,24.2
2023-12-27 13:01:15.000,67.1,28.9,24.1
2023-12-27 13:11:15.000,67.4,28.9,24.2
2023-12-27 13:21:15.000,67.8,28.9,24.2
2023-12-27 13:31:15.000,69,29,24.5
2023-12-27 13:41:15.000,70,29,24.6
2023-12-27 13:51:15.000,69.8,29,24.6
2023-12-27 14:01:15.000,69.5,28.9,24.5
2023-12-27 14:11:15.000,69.3,29,24.5
2023-12-27 14:21:15.000,70.6,28.9,24.7
2023-12-27 14:31:15.000,71.3,29,24.8
2023-12-27 14:41:15.000,71.7,29,24.9
2023-12-27 14:51:15.000,70.1,29,24.7
2023-12-27 15:01:15.000,70.6,29,24.8
2023-12-27 15:11:15.000,69.4,29,24.6
2023-12-27 15:21:15.000,68.8,29.1,24.6
2023-12-27 15:31:16.000,68.5,29.1,24.5
2023-12-27 15:41:15.000,69.5,29.1,24.7
2023-12-27 15:51:15.000,71.6,28.9,24.8
2023-12-27 16:01:15.000,71.7,28.8,24.7
2023-12-27 16:11:15.000,72.8,28.8,24.9
2023-12-27 16:21:15.000,73.4,28.7,24.9
2023-12-27 16:31:15.000,73,28.7,24.8
2023-12-27 16:41:15.000,73.2,28.7,24.8
2023-12-27 16:51:15.000,74.2,28.6,25
2023-12-27 17:01:15.000,73.3,28.6,24.8
2023-12-27 17:11:15.000,73.5,28.6,24.8
2023-12-27 17:21:15.000,77,28.4,25.1
2023-12-27 17:31:15.000,73.8,28.4,24.7
2023-12-27 17:41:15.000,73.4,28.4,24.6
2023-12-27 17:51:15.000,76.2,28.3,24.9
2023-12-27 17:53:55.000,76.9,28.3,25
2023-12-27 18:03:55.000,77.5,28.2,25
2023-12-27 18:13:55.000,75.9,28.2,24.8
2023-12-27 18:23:55.000,76.5,28.2,24.9
2023-12-27 18:33:55.000,77.3,28.2,25
2023-12-27 18:43:55.000,74.2,28.3,24.7
2023-12-27 18:53:55.000,67.1,28.5,23.8
2023-12-27 19:03:55.000,58.8,29,22.9
2023-12-27 19:13:55.000,57.5,29.1,22.8
2023-12-27 19:23:55.000,57.3,29.1,22.7
2023-12-27 19:33:55.000,57.7,29.1,22.8
2023-12-27 19:43:55.000,57.4,29,22.7
2023-12-27 19:53:55.000,57.4,29,22.7
2023-12-27 20:03:55.000,57.5,29,22.6
2023-12-27 20:13:55.000,59.2,28.8,22.8
2023-12-27 20:23:55.000,62.2,28.6,23
2023-12-27 20:33:55.000,59.2,28.7,22.7
2023-12-27 20:43:55.000,60.7,28.7,22.9
2023-12-27 20:53:55.000,60.3,28.7,22.9
2023-12-27 21:03:55.000,60.4,28.6,22.8
2023-12-27 21:13:55.000,61,28.5,22.8
2023-12-27 21:23:55.000,60.6,28.5,22.7
2023-12-27 21:33:55.000,59.5,28.6,22.6
2023-12-27 21:43:55.000,59,28.6,22.5
2023-12-27 21:53:55.000,60.8,28.5,22.8
2023-12-27 22:03:55.000,59.1,28.5,22.5
2023-12-27 22:13:55.000,59.7,28.5,22.6
2023-12-27 22:23:55.000,58.6,28.5,22.4
2023-12-27 22:33:55.000,57.4,28.6,22.3
2023-12-27 22:43:55.000,57.3,28.6,22.3
2023-12-27 22:53:55.000,57.2,28.6,22.2
2023-12-27 23:03:55.000,57.6,28.6,22.3
2023-12-27 23:13:56.000,57.8,28.5,22.3
2023-12-27 23:23:56.000,56.9,28.6,22.2
2023-12-27 23:33:56.000,57.2,28.5,22.2
2023-12-27 23:43:56.000,56.8,28.6,22.2
2023-12-27 23:53:56.000,57.2,28.6,22.3
2023-12-28 00:03:56.000,57.1,28.6,22.2
2023-12-28 00:13:56.000,56.7,28.5,22.1
2023-12-28 00:23:56.000,57.2,28.4,22.1
2023-12-28 00:33:56.000,57.1,28.4,22.1
2023-12-28 00:43:56.000,57.3,28.4,22.1
2023-12-28 00:53:56.000,57.2,28.4,22.1
2023-12-28 01:03:56.000,57.3,28.3,22.1
2023-12-28 01:13:56.000,57.2,28.4,22.1
2023-12-28 01:23:56.000,57.2,28.4,22.1
2023-12-28 01:33:57.000,57.5,28.2,22
2023-12-28 01:43:57.000,57.7,28.2,22
2023-12-28 01:53:57.000,57.6,28.2,22
2023-12-28 02:03:57.000,58.2,28.1,22
2023-12-28 02:13:57.000,57.9,28.2,22
2023-12-28 02:23:57.000,58,28.1,21.9
2023-12-28 02:33:57.000,58,28.1,22
2023-12-28 02:43:57.000,57.6,28.2,22
2023-12-28 02:53:57.000,57.5,28.2,22
2023-12-28 03:03:57.000,57.7,28.3,22.1
2023-12-28 03:13:57.000,57.9,28.2,22
2023-12-28 03:23:57.000,58.6,28.1,22.1
2023-12-28 03:33:57.000,61.3,27.8,22.2
2023-12-28 03:43:57.000,61.5,27.7,22.2
2023-12-28 03:53:57.000,62.4,27.6,22.2
2023-12-28 04:03:57.000,62.4,27.6,22.2
2023-12-28 04:13:57.000,62.1,27.5,22.1
2023-12-28 04:23:57.000,61.4,27.5,21.9
2023-12-28 04:33:57.000,61.6,27.4,21.9
2023-12-28 04:43:57.000,62.2,27.3,21.9
2023-12-28 04:53:57.000,62,27.4,21.9
2023-12-28 05:03:57.000,60.7,27.4,21.8
2023-12-28 05:13:57.000,62.3,27.4,22
2023-12-28 05:23:57.000,61.7,27.4,21.9
2023-12-28 05:33:57.000,61.3,27.3,21.8
2023-12-28 05:43:57.000,63.1,27.1,21.9
2023-12-28 05:53:57.000,62.7,27,21.7
2023-12-28 06:03:57.000,63.2,26.9,21.7
2023-12-28 06:13:57.000,63.2,26.8,21.6
2023-12-28 06:23:57.000,63.5,26.8,21.7
2023-12-28 06:33:57.000,63.2,26.7,21.5
2023-12-28 06:43:57.000,63.6,26.7,21.6
2023-12-28 06:53:57.000,62.1,26.9,21.5
2023-12-28 07:03:57.000,62.2,26.9,21.5
2023-12-28 07:13:57.000,61.5,26.9,21.5
2023-12-28 07:23:57.000,60.7,27,21.4
2023-12-28 07:33:57.000,60.9,27,21.4
2023-12-28 07:43:57.000,61.2,27,21.5
2023-12-28 07:53:57.000,61.4,27.1,21.6
2023-12-28 08:03:57.000,59.5,27.3,21.5
2023-12-28 08:13:57.000,60.9,27.4,21.8
2023-12-28 08:23:57.000,59.9,27.5,21.8
2023-12-28 08:33:57.000,58,27.8,21.7
2023-12-28 08:43:57.000,59.1,27.9,22
2023-12-28 08:53:57.000,59.8,27.9,22.1
2023-12-28 09:03:57.000,61.3,27.9,22.3
2023-12-28 09:13:57.000,60,28,22.2
2023-12-28 09:23:57.000,59.9,28.1,22.3
2023-12-28 09:33:57.000,59.5,28.2,22.3
2023-12-28 09:43:57.000,62,28.3,22.7
2023-12-28 09:53:58.000,63.6,28.3,23
2023-12-28 10:03:57.000,61.8,28.5,22.9
2023-12-28 10:13:57.000,61.9,28.6,23
2023-12-28 10:23:57.000,63.1,28.7,23.3
2023-12-28 10:33:57.000,63.7,28.7,23.4
2023-12-28 10:43:57.000,63.3,28.9,23.5
2023-12-28 10:53:58.000,64.8,28.9,23.7
2023-12-28 11:03:58.000,65.4,29,23.9
2023-12-28 11:13:58.000,65.6,29.1,24.1
2023-12-28 11:23:58.000,65.7,29.1,24.1
2023-12-28 11:33:58.000,67.3,29.1,24.4
2023-12-28 11:43:58.000,66.3,29.1,24.2
2023-12-28 11:53:58.000,68.4,29.2,24.6
2023-12-28 12:03:58.000,68.1,29.2,24.6
2023-12-28 12:13:58.000,69.3,29.3,24.9
2023-12-28 12:23:58.000,68.1,29.4,24.8
2023-12-28 12:33:58.000,69.9,29.4,25.1
2023-12-28 12:43:58.000,69.7,29.5,25.1
2023-12-28 12:53:58.000,69.5,29.5,25.1
2023-12-28 13:03:58.000,69.9,29.5,25.1
2023-12-28 13:13:59.000,70.1,29.5,25.2
2023-12-28 13:23:59.000,70.3,29.5,25.2
2023-12-28 13:33:59.000,70.6,29.5,25.2
2023-12-28 13:43:59.000,70.7,29.5,25.2
2023-12-28 13:53:59.000,71.9,29.5,25.5
2023-12-28 14:03:59.000,72.6,29.5,25.5
2023-12-28 14:13:59.000,71.8,29.7,25.6
2023-12-28 14:23:59.000,71.2,29.7,25.5
2023-12-28 14:33:59.000,71.7,29.6,25.5
2023-12-28 14:43:59.000,70.9,29.7,25.5
2023-12-28 14:53:59.000,71.5,29.6,25.4
2023-12-28 15:03:59.000,71.2,29.6,25.5
2023-12-28 15:13:59.000,71.8,29.6,25.5
2023-12-28 15:23:59.000,71.6,29.5,25.4
2023-12-28 15:33:59.000,71.3,29.6,25.4
2023-12-28 15:43:59.000,70.9,29.6,25.4
2023-12-28 15:53:59.000,70.2,29.6,25.2
2023-12-28 16:03:59.000,70.2,29.5,25.2
2023-12-28 16:13:59.000,66,29.6,24.6
2023-12-28 16:23:59.000,66.5,29.6,24.7
2023-12-28 16:33:59.000,65.8,29.6,24.6
2023-12-28 16:43:59.000,67,29.5,24.7
2023-12-28 16:53:59.000,69,29.4,24.9
2023-12-28 17:03:59.000,72.5,29.2,25.2
2023-12-28 17:13:59.000,70.8,29.2,25
2023-12-28 17:23:59.000,70.8,29.2,25
2023-12-28 17:33:59.000,71.7,29.1,25
2023-12-28 17:43:59.000,73.3,29,25.1
2023-12-28 17:53:59.000,72.7,29,25.1
2023-12-28 18:03:59.000,72.8,28.9,25
2023-12-28 18:13:59.000,72.4,29,25
2023-12-28 18:23:59.000,73.5,28.9,25.1
2023-12-28 18:33:59.000,73.1,28.9,25.1
2023-12-28 18:43:59.000,72.1,29,25
2023-12-28 18:53:59.000,72.9,29,25.2
2023-12-28 19:03:59.000,63.9,29.3,24
2023-12-28 19:13:59.000,61.1,29.7,23.9
2023-12-28 19:23:59.000,59.9,29.7,23.7
2023-12-28 19:33:59.000,60.6,29.7,23.8
2023-12-28 19:43:59.000,59,29.6,23.5
2023-12-28 19:53:59.000,59.3,29.6,23.5
2023-12-28 20:03:59.000,60.4,29.5,23.6
2023-12-28 20:13:59.000,60.4,29.4,23.5
2023-12-28 20:23:59.000,60.1,29.4,23.5
2023-12-28 20:33:59.000,61,29.3,23.6
2023-12-28 20:43:59.000,60.1,29.3,23.4
2023-12-28 20:53:59.000,61.5,29.2,23.6
2023-12-28 21:03:59.000,62,29.1,23.5
2023-12-28 21:13:59.000,62.3,29,23.4
2023-12-28 21:23:59.000,61.9,29,23.4
2023-12-28 21:33:59.000,61.9,29,23.4
2023-12-28 21:43:59.000,60.1,29,23.1
2023-12-28 21:53:59.000,60.3,29,23.2
2023-12-28 22:03:59.000,61.1,28.9,23.2
2023-12-28 22:13:59.000,61,28.9,23.2
2023-12-28 22:23:59.000,60.4,28.9,23.1
2023-12-28 22:33:59.000,61.6,28.9,23.3
2023-12-28 22:43:59.000,60.8,28.9,23.1
2023-12-28 22:53:59.000,60.4,28.9,23.1
2023-12-28 23:03:59.000,61.2,28.9,23.2
2023-12-28 23:13:59.000,61,28.8,23.1
2023-12-28 23:23:59.000,58.9,28.8,22.7
2023-12-28 23:33:59.000,57,29,22.7
2023-12-28 23:43:59.000,56.6,29.1,22.6
2023-12-28 23:53:59.000,56.5,29.1,22.6
2023-12-29 00:03:59.000,56.6,29,22.6
2023-12-29 00:13:59.000,56.1,29,22.5
2023-12-29 00:23:59.000,55.5,29.1,22.4
2023-12-29 00:33:59.000,54.3,29.1,22.3
2023-12-29 00:43:59.000,54,29.1,22.2
2023-12-29 00:53:59.000,53.4,29.3,22.3
2023-12-29 01:03:59.000,53.4,29.2,22.2
2023-12-29 01:13:59.000,53.7,29.1,22.2
2023-12-29 01:23:59.000,54.4,29.1,22.3
2023-12-29 01:33:59.000,54.2,29.1,22.3
2023-12-29 01:43:59.000,54.6,29,22.3
2023-12-29 01:53:59.000,54.7,29,22.3
2023-12-29 02:03:59.000,54.8,29,22.2
2023-12-29 02:13:59.000,54.7,28.9,22.2
2023-12-29 02:23:59.000,54.9,28.9,22.1
2023-12-29 02:33:59.000,55.3,28.9,22.2
2023-12-29 02:43:59.000,54.6,28.9,22.1
2023-12-29 02:53:59.000,54.2,29,22.1
2023-12-29 03:03:59.000,53.5,29,22
2023-12-29 03:13:59.000,53.2,29,22
2023-12-29 03:23:59.000,52.7,29,21.9
2023-12-29 03:33:59.000,52.3,29,21.9
2023-12-29 03:44:00.000,52.7,29,21.9
2023-12-29 03:54:00.000,53,28.8,21.8
2023-12-29 04:04:00.000,55.3,28.6,22
2023-12-29 04:14:00.000,56.1,28.6,22.1
2023-12-29 04:24:00.000,57.9,28.5,22.3
2023-12-29 04:34:00.000,58.3,28.4,22.2
2023-12-29 04:44:00.000,55.4,28.4,21.8
2023-12-29 04:54:00.000,56.7,28.4,22.1
2023-12-29 05:04:00.000,55.4,28.4,21.8
2023-12-29 05:14:00.000,53.7,28.5,21.6
2023-12-29 05:24:00.000,54.9,28.5,21.8
2023-12-29 05:34:00.000,56.1,28.4,21.9
2023-12-29 05:44:01.000,54.8,28.3,21.6
2023-12-29 05:54:01.000,55.5,28.3,21.7
2023-12-29 06:04:01.000,56.5,28.3,21.9
2023-12-29 06:14:02.000,57.1,28.2,21.9
2023-12-29 06:24:01.000,55.7,28.2,21.7
2023-12-29 06:34:02.000,55.9,28.1,21.6
2023-12-29 06:44:01.000,56.7,28,21.7
2023-12-29 06:54:01.000,56.5,27.9,21.5
2023-12-29 07:04:01.000,56.8,27.9,21.6
