,Time,RT,kW_Tot,kW_RT,CH Load,kW_CHH,kW_CHP,kW_CHS,kW_CDS,kW_CT,GPM,DeltaCHW,CHWS,CHWR,DeltaCDW,CDHI,CDLO,WBT,DeltaCT,Hz_ CHP,Hz_CHS,Hz_CDS,Hz_CT,Precent_CH,Precent_ CHP,Precent_CDS,Precent_CT,DateTime,RH [%],Temperature [°C],WBT_C,Time_Difference
26,2024-08-01 04:20:00,141.8,188.9,1.333,36.6,124.4,19.0,0,27.1,18.4,1215.0,2.8,45.3,48.1,3.2,81.7,78.5,72.7,-5.8,45,0,45,47,65.9,10.1,14.4,9.7,2024-08-01 04:24:07,78.9,29.3,26.3,247.0
27,2024-08-01 04:30:00,156.3,189.7,1.214,36.8,125.1,19.0,0,27.2,18.4,1209.9,3.1,44.8,47.9,3.1,81.7,78.6,72.7,-5.9,45,0,45,47,65.9,10.0,14.3,9.7,2024-08-01 04:34:07,79.5,29.2,26.3,247.0
28,2024-08-01 04:40:00,146.8,188.3,1.283,36.5,123.8,19.1,0,27.0,18.4,1215.0,2.9,45.1,48.0,3.1,81.7,78.6,72.7,-5.9,45,0,45,47,65.7,10.1,14.4,9.8,2024-08-01 04:44:07,79.4,29.2,26.3,247.0
29,2024-08-01 04:50:00,153.7,186.4,1.212,35.5,121.6,19.1,0,27.3,18.5,1190.3,3.1,44.9,48.0,3.1,81.8,78.7,72.7,-6.0,45,0,45,47,65.2,10.2,14.6,9.9,2024-08-01 04:54:07,79.0,29.2,26.2,247.0
30,2024-08-01 05:00:00,135.2,187.2,1.384,35.7,122.4,19.0,0,27.2,18.5,1202.1,2.7,45.2,47.9,3.0,81.6,78.6,72.7,-5.9,45,0,45,47,65.4,10.2,14.5,9.9,2024-08-01 05:04:07,78.8,29.3,26.3,247.0
31,2024-08-01 05:10:00,198.1,178.7,0.902,33.0,112.1,21.0,0,27.5,18.1,1285.2,3.7,44.8,48.5,3.6,82.2,78.6,72.7,-5.9,46,0,45,47,62.7,11.7,15.4,10.2,2024-08-01 05:14:07,79.0,29.2,26.3,247.0
32,2024-08-01 05:20:00,177.1,226.4,1.279,47.0,159.5,21.0,0,27.4,18.6,1287.7,3.3,45.2,48.5,3.5,82.3,78.8,72.7,-6.1,46,0,45,47,70.4,9.3,12.1,8.2,2024-08-01 05:24:07,78.5,29.4,26.3,247.0
33,2024-08-01 05:30:00,171.0,202.8,1.185,40.1,136.1,21.0,0,27.2,18.4,1282.8,3.2,45.0,48.2,3.7,82.7,79.0,72.7,-6.3,46,0,45,47,67.1,10.4,13.4,9.1,2024-08-01 05:34:07,78.6,29.3,26.3,247.0
34,2024-08-01 05:40:00,173.1,219.0,1.265,45.0,152.6,20.9,0,27.2,18.3,1298.6,3.2,45.4,48.6,3.7,82.8,79.1,72.7,-6.4,46,0,45,47,69.7,9.5,12.4,8.4,2024-08-01 05:44:07,78.8,29.3,26.3,247.0
35,2024-08-01 05:50:00,203.5,236.4,1.162,50.0,169.7,20.9,0,27.4,18.4,1285.2,3.8,44.9,48.7,3.8,83.0,79.2,72.7,-6.5,46,0,45,47,71.8,8.9,11.6,7.8,2024-08-01 05:54:07,79.0,29.3,26.3,247.0
36,2024-08-01 06:00:00,210.0,194.0,0.924,37.6,127.6,21.0,0,27.2,18.3,1292.5,3.9,44.6,48.5,4.0,83.2,79.2,72.7,-6.5,46,0,45,47,65.7,10.8,14.0,9.4,2024-08-01 06:04:07,79.0,29.2,26.3,247.0
37,2024-08-01 06:10:00,243.5,220.6,0.906,45.4,154.1,21.0,0,27.1,18.4,1298.6,4.5,44.7,49.2,4.4,83.7,79.3,72.7,-6.6,46,0,45,47,69.8,9.5,12.3,8.3,2024-08-01 06:14:07,78.7,29.2,26.2,247.0
38,2024-08-01 06:20:00,232.9,208.0,0.893,41.6,141.3,21.0,0,27.3,18.3,1299.8,4.3,45.0,49.3,4.5,83.8,79.3,72.7,-6.6,46,0,45,47,68.0,10.1,13.1,8.8,2024-08-01 06:24:07,79.4,28.9,26.0,247.0
39,2024-08-01 06:30:00,255.0,202.3,0.793,40.0,135.7,21.1,0,27.3,18.3,1302.2,4.7,45.0,49.7,4.7,84.3,79.6,72.7,-6.9,46,0,45,47,67.1,10.4,13.5,9.0,2024-08-01 06:34:07,79.0,29.0,26.0,247.0
40,2024-08-01 06:40:00,232.4,204.9,0.882,40.7,138.2,21.1,0,27.2,18.4,1297.4,4.3,45.2,49.5,4.5,84.1,79.6,72.7,-6.9,46,0,45,47,67.5,10.3,13.3,9.0,2024-08-01 06:44:07,78.5,29.1,26.1,247.0
41,2024-08-01 06:50:00,239.2,213.5,0.893,43.3,146.8,21.1,0,27.3,18.4,1304.6,4.4,45.2,49.6,4.6,84.2,79.6,72.7,-6.9,46,0,45,47,68.8,9.9,12.8,8.6,2024-08-01 06:54:07,77.6,29.3,26.1,247.0
42,2024-08-01 07:00:00,246.6,218.9,0.888,44.9,152.2,21.1,0,27.1,18.5,1315.4,4.5,45.0,49.5,4.5,84.1,79.6,72.7,-6.9,46,0,45,47,69.5,9.7,12.4,8.5,2024-08-01 07:04:07,77.5,29.2,26.0,247.0
43,2024-08-01 07:10:00,244.4,221.6,0.907,44.6,151.5,22.5,0,29.3,18.3,1333.1,4.4,45.1,49.5,4.7,84.5,79.8,72.7,-7.1,47,0,46,47,68.4,10.2,13.2,8.2,2024-08-01 07:14:07,76.9,29.4,26.1,247.0
44,2024-08-01 07:20:00,257.1,228.4,0.889,46.6,158.2,22.6,0,29.3,18.4,1341.3,4.6,45.2,49.8,4.7,84.7,80.0,72.7,-7.3,47,0,46,47,69.3,9.9,12.8,8.0,2024-08-01 07:24:07,75.6,29.5,26.0,247.0
45,2024-08-01 07:30:00,263.8,240.3,0.911,49.9,170.4,22.5,0,29.0,18.4,1347.2,4.7,45.0,49.7,4.8,84.8,80.0,72.7,-7.3,47,0,46,47,70.9,9.4,12.1,7.6,2024-08-01 07:34:07,75.0,29.6,26.0,247.0
46,2024-08-01 07:40:00,236.0,222.7,0.944,44.7,152.8,22.6,0,29.0,18.3,1348.3,4.2,45.3,49.5,4.6,84.7,80.1,72.7,-7.4,47,0,46,47,68.6,10.1,13.0,8.2,2024-08-01 07:44:07,75.1,29.8,26.2,247.0
47,2024-08-01 07:50:00,258.7,229.8,0.888,46.7,159.4,22.7,0,29.4,18.4,1349.5,4.6,45.3,49.9,4.7,84.9,80.2,72.7,-7.5,47,0,46,47,69.4,9.9,12.8,8.0,2024-08-01 07:54:07,74.5,30.0,26.3,247.0
48,2024-08-01 08:00:00,253.9,247.5,0.975,52.2,177.1,22.5,0,29.4,18.5,1354.1,4.5,45.6,50.1,4.1,86.6,82.5,72.7,-9.8,47,0,46,47,71.6,9.1,11.9,7.5,2024-08-01 08:04:07,73.5,30.2,26.3,247.0
49,2024-08-01 08:10:00,317.0,289.6,0.914,63.6,215.6,22.5,0,31.6,19.8,1358.7,5.6,44.6,50.2,5.9,88.0,82.1,72.7,-9.4,47,0,47,48,74.5,7.8,10.9,6.8,2024-08-01 08:14:07,73.3,30.3,26.4,247.0
50,2024-08-01 08:20:00,298.8,265.1,0.887,56.4,191.3,22.4,0,31.5,19.8,1353.0,5.3,44.9,50.2,5.5,87.6,82.1,72.7,-9.4,47,0,47,48,72.2,8.5,11.9,7.5,2024-08-01 08:24:07,73.4,30.4,26.5,247.0
51,2024-08-01 08:30:00,304.7,256.9,0.843,54.0,183.2,22.5,0,31.3,19.8,1354.1,5.4,44.6,50.0,5.4,87.3,81.9,72.7,-9.2,47,0,47,48,71.3,8.8,12.2,7.7,2024-08-01 08:34:07,72.1,30.4,26.3,247.0
52,2024-08-01 08:40:00,288.2,287.1,0.996,62.9,213.6,22.6,0,31.3,19.6,1356.4,5.1,45.1,50.2,5.6,87.4,81.8,72.7,-9.1,47,0,47,48,74.4,7.9,10.9,6.8,2024-08-01 08:44:07,73.7,30.5,26.7,247.0
53,2024-08-01 08:50:00,288.0,291.9,1.014,64.3,218.1,22.6,0,31.3,19.8,1355.3,5.1,44.5,49.6,5.7,87.4,81.7,72.7,-9.0,47,0,47,48,74.7,7.8,10.7,6.8,2024-08-01 08:54:07,71.1,30.7,26.4,247.0
54,2024-08-01 09:00:00,253.9,268.1,1.056,57.2,194.2,22.8,0,31.4,19.6,1354.1,4.5,45.3,49.8,5.3,87.1,81.8,72.7,-9.1,47,0,47,48,72.4,8.5,11.7,7.3,2024-08-01 09:04:07,71.5,30.8,26.6,247.0
55,2024-08-01 09:10:00,292.4,274.2,0.938,57.7,195.9,24.2,0,33.3,20.9,1375.9,5.1,45.1,50.2,5.3,87.1,81.8,72.7,-9.1,48,0,48,49,71.4,8.8,12.1,7.6,2024-08-01 09:14:07,69.9,31.0,26.5,247.0
56,2024-08-01 09:20:00,311.4,257.9,0.828,53.0,179.7,24.1,0,33.2,21.0,1383.9,5.4,44.6,50.0,5.5,87.1,81.6,72.7,-8.9,48,0,48,49,69.7,9.3,12.9,8.1,2024-08-01 09:24:07,70.6,31.1,26.7,247.0
57,2024-08-01 09:30:00,300.8,293.0,0.974,63.2,214.6,24.1,0,33.5,20.8,1388.4,5.2,44.9,50.1,5.5,87.3,81.8,72.7,-9.1,48,0,48,49,73.2,8.2,11.4,7.1,2024-08-01 09:34:07,69.9,31.1,26.6,247.0
58,2024-08-01 09:40:00,322.4,297.4,0.923,64.6,219.1,24.0,0,33.4,20.9,1381.6,5.6,45.4,51.0,6.0,88.1,82.1,72.7,-9.4,48,0,48,49,73.7,8.1,11.2,7.0,2024-08-01 09:44:07,70.0,31.1,26.7,247.0
59,2024-08-01 09:50:00,306.1,283.3,0.925,60.4,204.9,24.0,0,33.7,20.7,1386.2,5.3,45.2,50.5,5.5,87.9,82.4,72.7,-9.7,48,0,48,49,72.3,8.5,11.9,7.3,2024-08-01 09:54:07,70.5,31.3,26.9,247.0
60,2024-08-01 10:00:00,316.4,288.9,0.913,62.1,210.8,24.0,0,33.3,20.8,1380.5,5.5,45.3,50.8,5.7,88.2,82.5,72.7,-9.8,48,0,48,49,73.0,8.3,11.5,7.2,2024-08-01 10:04:07,68.7,31.4,26.7,247.0
61,2024-08-01 10:10:00,335.8,311.2,0.927,68.7,233.1,24.0,0,33.2,20.9,1389.5,5.8,45.1,50.9,6.2,88.6,82.4,72.7,-9.7,48,0,48,49,74.9,7.7,10.7,6.7,2024-08-01 10:14:07,68.6,31.5,26.8,247.0
62,2024-08-01 10:20:00,367.5,315.4,0.858,69.8,236.9,24.1,0,33.5,20.9,1378.2,6.4,45.2,51.6,6.3,89.1,82.8,72.7,-10.1,48,0,48,49,75.1,7.6,10.6,6.6,2024-08-01 10:24:07,67.9,31.6,26.7,247.0
63,2024-08-01 10:30:00,372.6,314.6,0.844,69.3,236.0,24.1,0,33.6,20.9,1375.9,6.5,45.1,51.6,6.4,89.4,83.0,72.7,-10.3,48,0,48,49,75.0,7.7,10.7,6.6,2024-08-01 10:34:07,68.3,31.8,27.0,247.0
64,2024-08-01 10:40:00,358.4,316.8,0.884,70.0,238.4,24.1,0,33.5,20.9,1387.3,6.2,45.1,51.3,6.4,89.7,83.3,72.7,-10.6,48,0,48,49,75.2,7.6,10.6,6.6,2024-08-01 10:44:07,68.0,31.9,27.0,247.0
65,2024-08-01 10:50:00,363.9,296.5,0.815,64.2,217.8,24.2,0,33.7,20.9,1386.2,6.3,45.2,51.5,6.4,89.9,83.5,72.7,-10.8,48,0,48,49,73.4,8.2,11.4,7.0,2024-08-01 10:54:07,65.8,32.0,26.8,247.0
66,2024-08-01 11:00:00,372.6,305.8,0.821,67.1,227.8,24.1,0,33.4,20.6,1397.4,6.4,44.9,51.3,6.3,89.6,83.3,72.7,-10.6,48,0,48,49,74.5,7.9,10.9,6.7,2024-08-01 11:04:07,66.6,32.4,27.2,247.0
67,2024-08-01 11:10:00,357.5,315.1,0.881,68.7,233.1,24.1,0,35.8,22.1,1383.9,6.2,44.8,51.0,6.2,89.7,83.5,72.7,-10.8,48,0,49,50,74.0,7.7,11.4,7.0,2024-08-01 11:14:07,66.0,32.7,27.5,247.0
68,2024-08-01 11:20:00,353.2,321.4,0.91,70.7,239.7,24.1,0,35.5,22.1,1389.5,6.1,45.1,51.2,6.0,89.6,83.6,72.7,-10.9,48,0,49,50,74.6,7.5,11.0,6.9,2024-08-01 11:24:07,65.5,32.6,27.3,247.0
69,2024-08-01 11:30:00,334.4,288.6,0.863,60.9,206.8,24.0,0,35.7,22.2,1383.9,5.8,45.5,51.3,5.6,89.6,84.0,72.7,-11.3,48,0,49,50,71.6,8.3,12.4,7.7,2024-08-01 11:34:07,66.6,32.7,27.5,247.0
70,2024-08-01 11:40:00,376.3,302.0,0.802,64.9,220.2,24.1,0,35.5,22.1,1389.5,6.5,44.9,51.4,6.1,89.6,83.5,72.7,-10.8,48,0,49,50,72.9,8.0,11.8,7.3,2024-08-01 11:44:07,66.7,33.0,27.8,247.0
71,2024-08-01 11:50:00,358.4,296.8,0.828,63.4,215.0,24.0,0,35.8,22.0,1387.3,6.2,45.2,51.4,6.0,89.5,83.5,72.7,-10.8,48,0,49,50,72.4,8.1,12.1,7.4,2024-08-01 11:54:07,65.3,32.7,27.3,247.0
72,2024-08-01 12:00:00,342.1,291.4,0.852,61.7,209.4,24.2,0,35.6,22.1,1391.8,5.9,45.4,51.3,5.7,89.2,83.5,72.7,-10.8,48,0,49,50,71.9,8.3,12.2,7.6,2024-08-01 12:04:07,67.0,32.8,27.7,247.0
73,2024-08-01 12:10:00,377.9,302.8,0.801,65.2,221.1,23.9,0,35.8,22.0,1395.2,6.5,45.2,51.7,6.0,90.1,84.1,72.7,-11.4,48,0,49,50,73.0,7.9,11.8,7.3,2024-08-01 12:14:07,67.5,32.9,27.9,247.0
74,2024-08-01 12:20:00,381.8,307.6,0.806,66.4,225.4,24.4,0,35.6,22.2,1388.4,6.6,44.8,51.4,6.0,90.5,84.5,72.7,-11.8,48,0,49,50,73.3,7.9,11.6,7.2,2024-08-01 12:24:07,68.9,32.9,28.1,247.0
75,2024-08-01 12:30:00,356.6,307.6,0.863,66.6,226.1,24.0,0,35.3,22.1,1380.5,6.2,45.5,51.7,6.1,90.5,84.4,72.7,-11.7,48,0,49,50,73.5,7.8,11.5,7.2,2024-08-01 12:34:07,67.4,33.0,27.9,247.0
76,2024-08-01 12:40:00,375.4,300.5,0.8,64.5,218.7,24.0,0,35.8,21.9,1386.2,6.5,45.0,51.5,6.1,90.3,84.2,72.7,-11.5,48,0,49,50,72.8,8.0,11.9,7.3,2024-08-01 12:44:07,67.7,33.1,28.1,247.0
77,2024-08-01 12:50:00,363.6,339.9,0.935,76.0,257.9,24.2,0,35.8,21.9,1385.0,6.3,45.5,51.8,6.0,90.2,84.2,72.7,-11.5,48,0,49,50,75.9,7.1,10.5,6.5,2024-08-01 12:54:07,66.9,33.3,28.1,247.0
78,2024-08-01 13:00:00,362.4,308.5,0.851,66.9,226.9,24.1,0,35.5,22.1,1380.5,6.3,45.5,51.8,6.2,90.6,84.4,72.7,-11.7,48,0,49,50,73.5,7.8,11.5,7.2,2024-08-01 13:04:07,66.2,33.4,28.1,247.0
79,2024-08-01 13:10:00,369.6,300.7,0.814,64.5,218.9,24.2,0,35.5,22.0,1386.2,6.4,45.2,51.6,5.9,90.0,84.1,72.7,-11.4,48,0,49,50,72.8,8.1,11.8,7.3,2024-08-01 13:14:07,68.0,33.3,28.4,247.0
80,2024-08-01 13:20:00,370.5,305.0,0.823,65.8,223.2,24.1,0,35.6,22.0,1389.5,6.4,45.2,51.6,6.1,90.4,84.3,72.7,-11.6,48,0,49,50,73.2,7.9,11.7,7.2,2024-08-01 13:24:07,69.3,32.9,28.2,247.0
81,2024-08-01 13:30:00,405.6,306.0,0.754,66.1,224.4,24.1,0,35.6,21.9,1390.7,7.0,44.9,51.9,6.3,90.5,84.2,72.7,-11.5,48,0,49,50,73.3,7.9,11.6,7.2,2024-08-01 13:34:07,69.5,32.8,28.1,247.0
82,2024-08-01 13:40:00,382.7,314.0,0.82,68.3,232.7,24.0,0,35.6,21.7,1391.8,6.6,45.2,51.8,6.2,90.8,84.6,72.7,-11.9,48,0,49,50,74.1,7.7,11.3,6.9,2024-08-01 13:44:07,69.9,32.9,28.3,247.0
83,2024-08-01 13:50:00,369.3,343.6,0.93,77.0,262.1,24.1,0,35.5,21.9,1385.0,6.4,45.4,51.8,6.1,90.8,84.7,72.7,-12.0,48,0,49,50,76.3,7.0,10.3,6.4,2024-08-01 13:54:07,68.7,33.0,28.2,247.0
84,2024-08-01 14:00:00,353.2,296.2,0.839,63.2,214.4,24.1,0,35.8,21.9,1389.5,6.1,45.4,51.5,5.9,90.6,84.7,72.7,-12.0,48,0,49,50,72.4,8.1,12.1,7.4,2024-08-01 14:04:07,68.6,33.1,28.2,247.0
85,2024-08-01 14:10:00,380.3,339.6,0.893,76.1,258.1,24.1,0,35.6,21.8,1382.8,6.6,45.5,52.1,6.3,91.1,84.8,72.7,-12.1,48,0,49,50,76.0,7.1,10.5,6.4,2024-08-01 14:14:07,69.2,32.8,28.1,247.0
86,2024-08-01 14:20:00,367.5,315.2,0.858,68.8,233.4,24.0,0,35.6,22.2,1378.2,6.4,45.3,51.7,6.3,90.7,84.4,72.7,-11.7,48,0,49,50,74.0,7.6,11.3,7.0,2024-08-01 14:24:07,71.3,32.5,28.2,247.0
87,2024-08-01 14:30:00,372.0,334.1,0.898,74.4,252.5,24.1,0,35.4,22.1,1373.7,6.5,44.9,51.4,6.2,90.6,84.4,72.7,-11.7,48,0,49,50,75.6,7.2,10.6,6.6,2024-08-01 14:34:08,80.1,31.5,28.6,248.0
88,2024-08-01 14:40:00,368.7,295.1,0.8,63.0,213.8,24.1,0,35.3,21.8,1382.8,6.4,45.1,51.5,6.3,90.8,84.5,72.7,-11.8,48,0,49,50,72.5,8.2,12.0,7.4,2024-08-01 14:44:08,82.2,30.3,27.8,248.0
89,2024-08-01 14:50:00,369.6,304.0,0.822,65.5,222.1,24.1,0,35.6,22.1,1386.2,6.4,45.1,51.5,6.4,90.9,84.5,72.7,-11.8,48,0,49,50,73.1,7.9,11.7,7.3,2024-08-01 14:54:08,82.0,30.3,27.7,248.0
90,2024-08-01 15:00:00,365.3,299.8,0.821,64.3,218.1,24.2,0,35.6,22.0,1391.8,6.3,45.1,51.4,6.2,90.2,84.0,72.7,-11.3,48,0,49,50,72.7,8.1,11.9,7.3,2024-08-01 15:04:08,78.0,30.6,27.4,248.0
91,2024-08-01 15:10:00,375.7,316.1,0.841,69.1,234.6,24.0,0,35.5,22.0,1387.3,6.5,45.2,51.7,6.6,90.6,84.0,72.7,-11.3,48,0,49,50,74.2,7.6,11.2,7.0,2024-08-01 15:14:08,77.2,30.8,27.4,248.0
92,2024-08-01 15:20:00,358.1,298.6,0.834,64.1,217.4,24.0,0,35.5,21.7,1386.2,6.2,45.3,51.5,6.2,90.1,83.9,72.7,-11.2,48,0,49,50,72.8,8.0,11.9,7.3,2024-08-01 15:24:08,75.6,30.6,27.0,248.0
93,2024-08-01 15:30:00,358.7,296.4,0.826,63.3,214.9,24.0,0,35.5,22.0,1388.4,6.2,45.1,51.3,6.0,89.8,83.8,72.7,-11.1,48,0,49,50,72.5,8.1,12.0,7.4,2024-08-01 15:34:08,76.6,30.8,27.3,248.0
94,2024-08-01 15:40:00,357.2,298.7,0.836,64.0,217.1,24.0,0,35.6,22.1,1382.8,6.2,45.1,51.3,6.1,90.2,84.1,72.7,-11.4,48,0,49,50,72.7,8.0,11.9,7.4,2024-08-01 15:44:08,73.6,31.3,27.4,248.0
95,2024-08-01 15:50:00,339.1,306.9,0.905,66.4,225.4,24.0,0,35.5,22.0,1379.4,5.9,44.7,50.6,6.0,90.0,84.0,72.7,-11.3,48,0,49,50,73.4,7.8,11.6,7.2,2024-08-01 15:54:08,76.1,30.9,27.4,248.0
96,2024-08-01 16:00:00,320.5,285.3,0.89,59.9,203.1,24.2,0,36.0,22.0,1373.7,5.6,45.0,50.6,5.5,89.8,84.3,72.7,-11.6,48,0,49,50,71.2,8.5,12.6,7.7,2024-08-01 16:04:08,77.7,31.1,27.9,248.0
