Time,RT,kW_Tot,kW_RT,CH Load,CH1,CH2,CH3,CH4,kW_CHH,kW_CHP,kW_CHS,kW_CDS,kW_CT,GPM,DeltaCHW,CHWS,CHWR,DeltaCDW,CDHI,CDLO,WBT,DeltaCT,Hz_ CHP,Hz_CHS,Hz_CDS,Hz_CT,Precent_CH,Precent_ CHP,Precent_CDS,Precent_CT,year,month,day,hour,minute,second
2023-12-01 01:40:00,164.7,202.8,1.231,41.1,0,1,0,0,139.6,24.0,0,30.9,8.2,1275.5,3.1,47.4,50.5,3.4,87.7,84.3,75.6,-8.7,48,0,47,46.0,68.9,11.9,15.3,4.0,2023,12,1,1,40,0
2023-12-01 01:50:00,193.2,202.7,1.049,41.1,0,1,0,0,139.5,24.0,0,31.0,8.2,1287.7,3.6,47.2,50.8,3.5,87.9,84.4,75.6,-8.8,48,0,47,46.0,68.8,11.9,15.3,4.0,2023,12,1,1,50,0
2023-12-01 02:00:00,0.0,66.4,0.0,0.0,0,0,0,0,0.4,24.9,0,32.8,8.3,0.0,0.9,49.7,50.6,1.5,86.0,84.5,76.1,-8.4,48,0,47,46.0,0.6,37.5,49.5,12.4,2023,12,1,2,0,0
2023-12-01 02:10:00,0.0,24.3,0.0,0.0,0,0,0,0,0.4,23.9,0,0.0,0.0,0.0,1.7,51.2,52.9,1.2,84.8,83.6,76.1,-7.5,48,0,0,0.0,1.6,98.4,0.0,0.0,2023,12,1,2,10,0
2023-12-01 02:20:00,0.0,24.3,0.0,0.0,0,0,0,0,0.4,23.9,0,0.0,0.0,0.0,1.6,53.0,54.6,1.1,84.7,83.6,76.1,-7.5,48,0,0,0.0,1.6,98.4,0.0,0.0,2023,12,1,2,20,0
2023-12-01 02:30:00,0.0,24.5,0.0,0.0,0,0,0,0,0.4,24.1,0,0.0,0.0,0.0,1.7,54.6,56.3,1.0,84.7,83.7,76.1,-7.6,48,0,0,0.0,1.6,98.4,0.0,0.0,2023,12,1,2,30,0
2023-12-01 02:40:00,0.0,24.2,0.0,0.0,0,0,0,0,0.2,24.0,0,0.0,0.0,0.0,1.4,56.1,57.5,1.0,84.7,83.7,76.1,-7.6,48,0,0,0.0,0.9,99.1,0.0,0.0,2023,12,1,2,40,0
2023-12-01 02:50:00,0.0,24.4,0.0,0.0,0,0,0,0,0.4,24.0,0,0.0,0.0,0.0,1.6,57.5,59.1,1.1,84.8,83.7,76.1,-7.6,48,0,0,0.0,1.6,98.4,0.0,0.0,2023,12,1,2,50,0
2023-12-01 03:00:00,0.0,25.4,0.0,0.0,0,0,0,0,1.4,24.1,0,0.0,0.0,0.0,1.5,58.7,60.2,1.1,84.8,83.7,74.1,-9.6,48,0,0,0.0,5.4,94.6,0.0,0.0,2023,12,1,3,0,0
2023-12-01 03:10:00,0.0,25.5,0.0,0.0,0,0,0,0,1.4,24.1,0,0.0,0.0,0.0,1.7,59.7,61.4,1.2,84.9,83.7,74.1,-9.6,48,0,0,0.0,5.4,94.6,0.0,0.0,2023,12,1,3,10,0
2023-12-01 03:20:00,0.0,25.5,0.0,0.0,0,0,0,0,1.4,24.1,0,0.0,0.0,0.0,1.5,60.9,62.4,1.3,85.0,83.7,74.1,-9.6,48,0,0,0.0,5.4,94.6,0.0,0.0,2023,12,1,3,20,0
2023-12-01 03:30:00,0.0,24.7,0.0,0.0,0,0,0,0,0.4,24.3,0,0.0,0.0,0.0,1.7,61.9,63.6,1.4,85.1,83.7,74.1,-9.6,48,0,0,0.0,1.6,98.4,0.0,0.0,2023,12,1,3,30,0
2023-12-01 03:40:00,0.0,24.6,0.0,0.0,0,0,0,0,0.4,24.2,0,0.0,0.0,0.0,1.8,62.7,64.5,1.5,85.2,83.7,74.1,-9.6,48,0,0,0.0,1.6,98.4,0.0,0.0,2023,12,1,3,40,0
2023-12-01 03:50:00,0.0,24.5,0.0,0.0,0,0,0,0,0.4,24.1,0,0.0,0.0,0.0,1.5,63.7,65.2,1.6,85.3,83.7,74.1,-9.6,48,0,0,0.0,1.6,98.4,0.0,0.0,2023,12,1,3,50,0
2023-12-01 04:00:00,87.1,121.3,1.392,16.9,1,0,0,0,57.4,24.2,0,31.3,8.3,1307.0,1.6,64.0,65.6,1.4,84.0,82.6,74.3,-8.3,48,0,47,46.0,47.3,20.0,25.8,6.9,2023,12,1,4,0,0
2023-12-01 04:10:00,341.6,263.0,0.77,58.7,1,0,0,0,199.1,24.1,0,31.4,8.4,1322.5,6.2,57.1,63.3,5.3,89.7,84.4,74.3,-10.1,48,0,47,46.0,75.7,9.2,11.9,3.2,2023,12,1,4,10,0
2023-12-01 04:20:00,294.9,262.5,0.89,58.6,1,0,0,0,198.9,23.9,0,31.5,8.2,1310.6,5.4,53.9,59.3,5.4,92.8,87.4,74.3,-13.1,48,0,47,46.0,75.8,9.1,12.0,3.1,2023,12,1,4,20,0
2023-12-01 04:30:00,268.3,277.2,1.033,62.9,1,0,0,0,213.4,24.0,0,31.8,8.1,1314.2,4.9,51.6,56.5,5.1,94.1,89.0,74.3,-14.7,48,0,47,46.0,77.0,8.6,11.5,2.9,2023,12,1,4,30,0
2023-12-01 04:40:00,300.6,286.0,0.951,65.5,1,0,0,0,222.3,23.9,0,31.7,8.2,1311.8,5.5,48.3,53.8,5.3,96.0,90.7,74.3,-16.4,48,0,47,46.0,77.7,8.3,11.1,2.9,2023,12,1,4,40,0
2023-12-01 04:50:00,263.3,256.5,0.974,54.0,1,0,0,0,183.4,24.0,0,31.7,17.4,1316.6,4.8,47.3,52.1,6.8,93.1,86.3,74.3,-12.0,48,0,47,46.0,71.5,9.3,12.4,6.8,2023,12,1,4,50,0
2023-12-01 05:00:00,213.7,226.2,1.059,45.0,1,0,0,0,152.7,24.1,0,31.4,18.0,1349.5,3.8,47.6,51.4,4.8,87.0,82.2,75.9,-6.3,48,0,47,46.0,67.5,10.7,13.9,7.9,2023,12,1,5,0,0
2023-12-01 05:10:00,273.9,232.9,0.85,47.0,1,0,0,0,159.5,24.2,0,31.5,17.7,1341.3,4.9,47.1,52.0,4.7,85.0,80.3,75.9,-4.4,48,0,47,46.0,68.5,10.4,13.5,7.6,2023,12,1,5,10,0
2023-12-01 05:20:00,276.2,219.5,0.795,43.0,1,0,0,0,145.9,24.1,0,31.6,17.9,1353.0,4.9,47.0,51.9,4.6,84.1,79.5,75.9,-3.6,48,0,47,46.0,66.5,11.0,14.4,8.2,2023,12,1,5,20,0
2023-12-01 05:30:00,264.5,212.0,0.801,40.8,1,0,0,0,138.4,24.1,0,31.8,17.7,1350.6,4.7,47.1,51.8,4.4,83.6,79.2,75.9,-3.3,48,0,47,46.0,65.3,11.4,15.0,8.3,2023,12,1,5,30,0
2023-12-01 05:40:00,265.6,217.5,0.819,42.3,1,0,0,0,143.7,24.2,0,31.6,18.0,1356.4,4.7,47.3,52.0,4.5,83.5,79.0,75.9,-3.1,48,0,47,46.0,66.1,11.1,14.5,8.3,2023,12,1,5,40,0
2023-12-01 05:50:00,264.3,215.3,0.815,41.9,1,0,0,0,142.1,24.2,0,31.6,17.5,1349.5,4.7,47.2,51.9,4.5,83.4,78.9,75.9,-3.0,48,0,47,46.0,66.0,11.3,14.7,8.1,2023,12,1,5,50,0
2023-12-01 06:00:00,257.1,213.3,0.83,41.3,1,0,0,0,140.0,24.1,0,31.5,17.6,1341.3,4.6,47.3,51.9,4.4,83.1,78.7,73.4,-5.3,48,0,47,46.0,65.7,11.3,14.8,8.3,2023,12,1,6,0,0
2023-12-01 06:10:00,275.5,218.2,0.792,42.7,1,0,0,0,144.8,24.0,0,31.6,17.8,1349.5,4.9,47.3,52.2,4.4,83.3,78.9,73.4,-5.5,48,0,47,46.0,66.3,11.0,14.5,8.1,2023,12,1,6,10,0
2023-12-01 06:20:00,279.7,215.9,0.772,41.8,1,0,0,0,142.0,24.4,0,31.6,18.0,1342.5,5.0,47.1,52.1,4.6,83.6,79.0,73.4,-5.6,48,0,47,46.0,65.8,11.3,14.6,8.3,2023,12,1,6,20,0
2023-12-01 06:30:00,258.4,215.5,0.834,41.9,1,0,0,0,142.2,24.2,0,31.5,17.6,1348.3,4.6,47.3,51.9,4.5,83.6,79.1,73.4,-5.7,48,0,47,46.0,66.0,11.2,14.6,8.2,2023,12,1,6,30,0
2023-12-01 06:40:00,286.8,250.1,0.872,52.0,1,0,0,0,176.3,24.4,0,31.6,17.8,1349.5,5.1,46.5,51.6,4.9,84.3,79.4,73.4,-6.0,48,0,47,46.0,70.5,9.7,12.6,7.1,2023,12,1,6,40,0
2023-12-01 06:50:00,288.7,228.1,0.79,45.2,1,0,0,0,154.4,24.4,0,31.6,17.8,1358.7,5.1,46.3,51.4,4.8,84.6,79.8,73.4,-6.4,48,0,47,46.0,67.7,10.7,13.9,7.8,2023,12,1,6,50,0
2023-12-01 07:00:00,292.1,228.2,0.781,45.4,1,0,0,0,154.9,24.2,0,31.5,17.6,1348.3,5.2,46.2,51.4,4.8,84.4,79.6,73.4,-6.2,48,0,47,46.0,67.9,10.6,13.8,7.7,2023,12,1,7,0,0
2023-12-01 07:10:00,293.1,229.9,0.784,45.1,1,0,0,0,153.1,24.2,0,33.6,18.9,1353.0,5.2,46.2,51.4,4.6,83.9,79.3,73.4,-5.9,48,0,48,47.0,66.6,10.5,14.6,8.2,2023,12,1,7,10,0
2023-12-01 07:20:00,305.7,232.5,0.76,46.0,1,0,0,0,156.0,24.4,0,33.3,18.9,1358.7,5.4,46.1,51.5,4.8,84.0,79.2,73.4,-5.8,48,0,48,47.0,67.1,10.5,14.3,8.1,2023,12,1,7,20,0
2023-12-01 07:30:00,289.5,233.0,0.805,46.2,1,0,0,0,156.6,24.3,0,33.3,18.9,1362.2,5.1,46.4,51.5,4.7,84.0,79.3,73.4,-5.9,48,0,48,47.0,67.2,10.4,14.3,8.1,2023,12,1,7,30,0
2023-12-01 07:40:00,283.3,237.8,0.839,47.5,1,0,0,0,161.1,24.3,0,33.6,18.8,1359.9,5.0,46.4,51.4,4.8,84.0,79.2,73.4,-5.8,48,0,48,47.0,67.8,10.2,14.1,7.9,2023,12,1,7,40,0
2023-12-01 07:50:00,305.2,236.8,0.776,47.3,1,0,0,0,160.5,24.3,0,33.3,18.7,1356.4,5.4,46.3,51.7,4.9,84.3,79.4,73.4,-6.0,48,0,48,47.0,67.8,10.2,14.1,7.9,2023,12,1,7,50,0
2023-12-01 08:00:00,291.7,236.7,0.811,47.0,1,0,0,0,159.5,24.2,0,34.0,19.0,1372.5,5.1,46.4,51.5,5.0,84.4,79.4,74.3,-5.1,48,0,48,47.0,67.4,10.2,14.4,8.0,2023,12,1,8,0,0
2023-12-01 08:10:00,312.2,239.1,0.766,47.2,1,0,0,0,160.2,24.3,0,35.9,18.7,1362.2,5.5,46.3,51.8,4.9,84.6,79.7,74.3,-5.4,48,0,49,47.0,67.0,10.1,15.0,7.8,2023,12,1,8,10,0
2023-12-01 08:20:00,300.8,236.4,0.786,46.3,1,0,0,0,157.3,24.2,0,36.2,18.8,1362.2,5.3,46.3,51.6,4.9,84.7,79.8,74.3,-5.5,48,0,49,47.0,66.5,10.2,15.3,7.9,2023,12,1,8,20,0
2023-12-01 08:30:00,0.0,78.8,0.0,0.0,0,0,0,0,0.2,24.1,0,35.7,18.8,0.0,5.0,46.5,51.5,4.8,84.7,79.9,74.3,-5.6,48,0,49,47.0,0.2,30.6,45.3,23.8,2023,12,1,8,30,0
2023-12-01 08:40:00,298.3,245.3,0.823,49.2,1,0,0,0,166.9,24.1,0,35.5,18.8,1350.6,5.3,46.4,51.7,4.8,84.7,79.9,74.3,-5.6,48,0,49,47.0,68.0,9.8,14.5,7.7,2023,12,1,8,40,0
2023-12-01 08:50:00,299.8,274.3,0.915,57.6,1,0,0,0,195.3,24.2,0,35.8,19.0,1357.6,5.3,46.2,51.5,4.9,84.8,79.9,74.3,-5.6,48,0,49,47.0,71.2,8.8,13.1,6.9,2023,12,1,8,50,0
2023-12-01 09:00:00,295.4,246.9,0.836,49.5,1,0,0,0,167.8,24.3,0,35.7,19.0,1363.4,5.2,46.2,51.4,5.0,85.0,80.0,73.8,-6.2,48,0,49,47.0,68.0,9.8,14.5,7.7,2023,12,1,9,0,0
2023-12-01 09:10:00,323.0,245.0,0.759,48.8,1,0,0,0,165.7,24.3,0,36.1,19.0,1359.9,5.7,46.3,52.0,4.9,84.9,80.0,73.8,-6.2,48,0,49,47.0,67.6,9.9,14.7,7.7,2023,12,1,9,10,0
2023-12-01 09:20:00,322.2,258.7,0.803,53.0,1,0,0,0,179.8,24.4,0,35.7,18.9,1356.4,5.7,46.3,52.0,5.0,85.2,80.2,73.8,-6.4,48,0,49,47.0,69.5,9.4,13.8,7.3,2023,12,1,9,20,0
2023-12-01 09:30:00,307.7,252.5,0.821,51.3,1,0,0,0,173.9,24.1,0,35.6,18.8,1342.5,5.5,46.3,51.8,4.9,85.2,80.3,73.8,-6.5,48,0,49,47.0,68.9,9.6,14.1,7.5,2023,12,1,9,30,0
2023-12-01 09:40:00,356.7,301.2,0.845,65.6,1,0,0,0,222.5,24.4,0,35.7,18.7,1358.7,6.3,46.3,52.6,5.5,86.0,80.5,73.8,-6.7,48,0,49,47.0,73.9,8.1,11.9,6.2,2023,12,1,9,40,0
2023-12-01 09:50:00,358.2,271.6,0.758,56.6,1,0,0,0,193.0,24.3,0,35.5,18.8,1364.5,6.3,46.2,52.5,5.7,86.7,81.0,73.8,-7.2,48,0,49,47.0,71.0,8.9,13.1,6.9,2023,12,1,9,50,0
2023-12-01 10:00:00,374.0,273.5,0.731,57.1,1,0,0,0,194.6,24.3,0,35.8,18.8,1359.9,6.6,46.1,52.7,5.8,87.0,81.2,75.0,-6.2,48,0,49,47.0,71.1,8.9,13.1,6.9,2023,12,1,10,0,0
2023-12-01 10:10:00,357.9,276.4,0.772,58.0,1,0,0,0,196.6,24.3,0,35.5,20.0,1363.4,6.3,46.6,52.9,5.6,87.1,81.5,75.0,-6.5,48,0,49,48.0,71.1,8.8,12.9,7.2,2023,12,1,10,10,0
2023-12-01 10:20:00,380.9,296.1,0.777,63.7,1,0,0,0,216.0,24.4,0,36.0,19.8,1364.5,6.7,46.4,53.1,5.7,87.3,81.6,75.0,-6.6,48,0,49,48.0,72.9,8.2,12.1,6.7,2023,12,1,10,20,0
2023-12-01 10:30:00,359.4,291.0,0.81,62.1,1,0,0,0,210.8,24.3,0,35.8,20.0,1369.1,6.3,46.5,52.8,5.7,87.3,81.6,75.0,-6.6,48,0,49,48.0,72.5,8.4,12.3,6.9,2023,12,1,10,30,0
2023-12-01 10:40:00,366.3,274.9,0.75,57.4,1,0,0,0,194.8,24.3,0,35.7,20.2,1373.7,6.4,46.4,52.8,5.8,87.5,81.7,75.0,-6.7,48,0,49,48.0,70.9,8.8,13.0,7.3,2023,12,1,10,40,0
2023-12-01 10:50:00,0.0,80.5,0.0,0.0,0,0,0,0,0.2,24.3,0,35.8,20.2,0.0,6.4,46.6,53.0,5.9,87.6,81.7,75.0,-6.7,48,0,49,48.0,0.2,30.2,44.5,25.2,2023,12,1,10,50,0
2023-12-01 11:00:00,356.7,297.1,0.833,64.0,1,0,0,0,217.0,24.2,0,35.9,20.0,1358.7,6.3,46.6,52.9,5.9,87.8,81.9,75.7,-6.2,48,0,49,48.0,73.1,8.1,12.1,6.7,2023,12,1,11,0,0
2023-12-01 11:10:00,387.6,294.5,0.76,63.6,1,0,0,0,215.9,23.0,0,35.7,19.9,1348.3,6.9,46.2,53.1,5.8,88.1,82.3,75.7,-6.6,47,0,49,48.0,73.3,7.8,12.1,6.8,2023,12,1,11,10,0
2023-12-01 11:20:00,355.8,284.3,0.799,60.6,1,0,0,0,205.7,22.9,0,35.8,19.8,1334.3,6.4,46.6,53.0,5.7,88.4,82.7,75.7,-7.0,47,0,49,48.0,72.4,8.1,12.6,7.0,2023,12,1,11,20,0
2023-12-01 11:30:00,369.2,295.8,0.801,64.1,1,0,0,0,217.3,23.0,0,35.5,20.0,1342.5,6.6,46.3,52.9,5.8,88.7,82.9,75.7,-7.2,47,0,49,48.0,73.5,7.8,12.0,6.8,2023,12,1,11,30,0
2023-12-01 11:40:00,363.3,305.8,0.842,67.0,1,0,0,0,227.4,22.8,0,35.8,19.9,1341.3,6.5,46.5,53.0,5.8,88.9,83.1,75.7,-7.4,47,0,49,48.0,74.3,7.5,11.7,6.5,2023,12,1,11,40,0
2023-12-01 11:50:00,383.3,303.2,0.791,66.4,1,0,0,0,225.1,22.8,0,35.8,19.6,1353.0,6.8,46.3,53.1,6.1,89.2,83.1,75.7,-7.4,47,0,49,48.0,74.2,7.5,11.8,6.5,2023,12,1,11,50,0
2023-12-01 12:00:00,382.7,306.0,0.8,67.1,1,0,0,0,227.6,22.9,0,35.9,19.6,1350.6,6.8,46.3,53.1,6.0,89.1,83.1,76.8,-6.3,47,0,49,48.0,74.4,7.5,11.7,6.4,2023,12,1,12,0,0
2023-12-01 12:10:00,370.1,292.6,0.791,62.9,1,0,0,0,213.5,22.9,0,35.6,20.6,1346.0,6.6,46.6,53.2,6.0,89.2,83.2,76.8,-6.4,47,0,49,49.0,72.9,7.8,12.2,7.1,2023,12,1,12,10,0
2023-12-01 12:20:00,386.3,303.6,0.786,66.1,1,0,0,0,224.1,22.8,0,35.7,20.9,1343.7,6.9,46.6,53.5,6.1,89.6,83.5,76.8,-6.7,47,0,49,49.0,73.8,7.5,11.8,6.9,2023,12,1,12,20,0
2023-12-01 12:30:00,373.8,303.8,0.813,66.0,1,0,0,0,224.0,22.9,0,35.9,21.0,1339.0,6.7,46.5,53.2,6.1,89.8,83.7,76.8,-6.9,47,0,49,49.0,73.7,7.5,11.8,6.9,2023,12,1,12,30,0
2023-12-01 12:40:00,374.1,298.8,0.799,64.7,1,0,0,0,219.4,23.0,0,35.6,20.7,1340.2,6.7,46.4,53.1,6.2,90.0,83.8,76.8,-7.0,47,0,49,49.0,73.4,7.7,11.9,6.9,2023,12,1,12,40,0
2023-12-01 12:50:00,366.9,294.0,0.801,63.2,1,0,0,0,214.4,23.0,0,35.7,20.9,1334.3,6.6,46.5,53.1,6.0,89.8,83.8,76.8,-7.0,47,0,49,49.0,72.9,7.8,12.2,7.1,2023,12,1,12,50,0
2023-12-01 13:00:00,376.4,293.7,0.78,62.9,1,0,0,0,214.4,22.9,0,35.6,20.7,1348.3,6.7,46.5,53.2,6.1,89.8,83.7,77.9,-5.8,47,0,49,49.0,73.0,7.8,12.1,7.0,2023,12,1,13,0,0
2023-12-01 13:10:00,387.0,310.2,0.801,67.7,1,0,0,0,230.5,22.9,0,35.8,20.9,1346.0,6.9,46.3,53.2,6.3,90.1,83.8,77.9,-5.9,47,0,49,49.0,74.3,7.4,11.5,6.7,2023,12,1,13,10,0
2023-12-01 13:20:00,374.1,301.4,0.806,65.4,1,0,0,0,221.9,23.0,0,35.5,20.9,1340.2,6.7,46.7,53.4,6.1,90.0,83.9,77.9,-6.0,47,0,49,49.0,73.6,7.6,11.8,6.9,2023,12,1,13,20,0
2023-12-01 13:30:00,365.5,294.5,0.806,63.4,1,0,0,0,215.0,23.0,0,35.7,20.8,1349.5,6.5,46.7,53.2,6.0,90.0,84.0,77.9,-6.1,47,0,49,49.0,73.0,7.8,12.1,7.0,2023,12,1,13,30,0
2023-12-01 13:40:00,377.4,297.3,0.788,64.2,1,0,0,0,217.9,22.7,0,35.7,21.0,1332.0,6.8,46.4,53.2,6.1,90.3,84.2,77.9,-6.3,47,0,49,49.0,73.3,7.6,12.0,7.0,2023,12,1,13,40,0
2023-12-01 13:50:00,382.7,291.5,0.762,62.6,1,0,0,0,212.3,23.0,0,35.6,20.7,1350.6,6.8,46.4,53.2,6.1,90.1,84.0,77.9,-6.1,47,0,49,49.0,72.8,7.9,12.2,7.1,2023,12,1,13,50,0
2023-12-01 14:00:00,410.1,310.0,0.756,68.0,1,0,0,0,230.8,22.9,0,35.6,20.7,1348.3,7.3,46.3,53.6,6.5,90.8,84.3,79.2,-5.1,47,0,49,49.0,74.4,7.4,11.5,6.7,2023,12,1,14,0,0
2023-12-01 14:10:00,360.7,289.3,0.802,61.8,1,0,0,0,209.5,22.8,0,36.0,21.0,1332.0,6.5,46.6,53.1,5.9,90.2,84.3,79.2,-5.1,47,0,49,49.0,72.4,7.9,12.4,7.3,2023,12,1,14,10,0
2023-12-01 14:20:00,370.5,301.3,0.813,65.3,1,0,0,0,221.6,22.9,0,35.8,21.0,1347.2,6.6,46.6,53.2,5.9,90.1,84.2,79.2,-5.0,47,0,49,49.0,73.6,7.6,11.9,7.0,2023,12,1,14,20,0
2023-12-01 14:30:00,380.0,308.1,0.811,67.3,1,0,0,0,228.3,23.0,0,35.8,21.1,1341.3,6.8,46.6,53.4,6.0,90.2,84.2,79.2,-5.0,47,0,49,49.0,74.1,7.5,11.6,6.8,2023,12,1,14,30,0
2023-12-01 14:40:00,364.2,316.1,0.868,69.8,1,0,0,0,236.8,22.9,0,35.7,20.7,1344.8,6.5,46.7,53.2,6.0,90.3,84.3,79.2,-5.1,47,0,49,49.0,74.9,7.2,11.3,6.5,2023,12,1,14,40,0
2023-12-01 14:50:00,392.2,332.4,0.847,74.5,1,0,0,0,252.9,22.9,0,35.5,21.1,1344.8,7.0,46.5,53.5,6.3,90.4,84.1,79.2,-4.9,47,0,49,49.0,76.1,6.9,10.7,6.3,2023,12,1,14,50,0
2023-12-01 15:00:00,379.4,292.8,0.772,62.8,1,0,0,0,213.2,22.9,0,35.6,21.1,1339.0,6.8,46.7,53.5,6.2,90.3,84.1,78.6,-5.5,47,0,49,49.0,72.8,7.8,12.2,7.2,2023,12,1,15,0,0
2023-12-01 15:10:00,411.9,309.4,0.751,67.7,1,0,0,0,229.8,23.0,0,35.8,20.8,1354.1,7.3,46.2,53.5,6.5,90.9,84.4,78.6,-5.8,47,0,49,49.0,74.3,7.4,11.6,6.7,2023,12,1,15,10,0
2023-12-01 15:20:00,374.1,311.3,0.832,68.4,1,0,0,0,232.0,23.1,0,35.6,20.6,1340.2,6.7,46.8,53.5,6.2,90.6,84.4,78.6,-5.8,47,0,49,49.0,74.5,7.4,11.4,6.6,2023,12,1,15,20,0
2023-12-01 15:30:00,409.4,322.6,0.788,71.6,1,0,0,0,242.8,23.0,0,35.7,21.2,1346.0,7.3,46.4,53.7,6.5,91.1,84.6,78.6,-6.0,47,0,49,49.0,75.2,7.1,11.1,6.6,2023,12,1,15,30,0
2023-12-01 15:40:00,420.6,309.2,0.735,67.8,1,0,0,0,229.9,23.1,0,35.6,20.7,1346.0,7.5,46.3,53.8,6.5,91.0,84.5,78.6,-5.9,47,0,49,49.0,74.4,7.5,11.5,6.7,2023,12,1,15,40,0
2023-12-01 15:50:00,391.9,292.7,0.747,63.0,1,0,0,0,213.7,22.9,0,35.6,20.6,1343.7,7.0,46.8,53.8,6.4,91.1,84.7,78.6,-6.1,47,0,49,49.0,73.0,7.8,12.2,7.0,2023,12,1,15,50,0
2023-12-01 16:00:00,379.7,297.6,0.784,64.3,1,0,0,0,218.3,22.9,0,35.7,20.7,1340.2,6.8,46.9,53.7,6.5,91.2,84.7,78.6,-6.1,47,0,49,49.0,73.3,7.7,12.0,6.9,2023,12,1,16,0,0
2023-12-01 16:10:00,411.5,307.3,0.747,66.8,1,0,0,0,227.6,23.0,0,35.9,20.8,1353.0,7.3,46.7,54.0,6.4,91.0,84.6,78.6,-6.0,47,0,49,49.0,74.1,7.5,11.7,6.8,2023,12,1,16,10,0
2023-12-01 16:20:00,404.1,323.2,0.8,71.5,1,0,0,0,243.5,23.0,0,35.8,20.8,1347.2,7.2,46.6,53.8,6.8,91.7,84.9,78.6,-6.3,47,0,49,49.0,75.3,7.1,11.1,6.4,2023,12,1,16,20,0
2023-12-01 16:30:00,406.2,330.2,0.813,73.6,1,0,0,0,250.6,23.0,0,35.8,20.8,1354.1,7.2,46.4,53.6,6.8,91.5,84.7,78.6,-6.1,47,0,49,49.0,75.9,7.0,10.9,6.3,2023,12,1,16,30,0
2023-12-01 16:40:00,409.4,334.4,0.817,75.1,1,0,0,0,254.6,23.0,0,36.0,20.9,1346.0,7.3,46.5,53.8,6.3,91.2,84.9,78.6,-6.3,47,0,49,49.0,76.1,6.9,10.8,6.2,2023,12,1,16,40,0
2023-12-01 16:50:00,392.6,314.6,0.801,69.4,1,0,0,0,235.5,22.8,0,35.8,20.6,1346.0,7.0,46.6,53.6,6.5,91.3,84.8,78.6,-6.2,47,0,49,49.0,74.8,7.2,11.4,6.6,2023,12,1,16,50,0
2023-12-01 17:00:00,375.1,315.4,0.841,69.4,1,0,0,0,235.6,23.1,0,35.9,20.9,1343.7,6.7,46.8,53.5,6.3,91.1,84.8,78.1,-6.7,47,0,49,49.0,74.7,7.3,11.4,6.6,2023,12,1,17,0,0
