Time,RT,kW_Tot,kW_RT,CH Load,CH1,CH2,CH3,CH4,kW_CHH,kW_CHP,kW_CHS,kW_CDS,kW_CT,GPM,DeltaCHW,CHWS,CHWR,DeltaCDW,CDHI,CDLO,WBT,DeltaCT,Hz_ CHP,Hz_CHS,Hz_CDS,Hz_CT,Precent_CH,Precent_ CHP,Precent_CDS,Precent_CT,year,month,day,hour,minute,second
2024-03-01 08:20:00,354.6,284.4,0.802,62.0,1,0,0,0,210.4,20.8,0,32.7,20.5,1309.4,6.5,45.5,52.0,6.4,87.6,81.2,72.7,-8.5,46,0,48,50,74.0,7.3,11.5,7.2,2024,3,1,8,20,0
2024-03-01 08:30:00,358.5,277.2,0.773,59.8,1,0,0,0,203.0,20.9,0,32.7,20.6,1323.7,6.5,45.4,51.9,6.1,87.2,81.1,72.7,-8.4,46,0,48,50,73.2,7.5,11.8,7.4,2024,3,1,8,30,0
2024-03-01 08:40:00,353.9,286.5,0.81,62.6,1,0,0,0,212.4,20.8,0,32.7,20.7,1327.2,6.4,45.4,51.8,6.3,87.7,81.4,72.7,-8.7,46,0,48,50,74.1,7.3,11.4,7.2,2024,3,1,8,40,0
2024-03-01 08:50:00,358.2,297.4,0.83,65.8,1,0,0,0,223.3,20.9,0,32.8,20.4,1322.5,6.5,45.4,51.9,6.2,87.5,81.3,72.7,-8.6,46,0,48,50,75.1,7.0,11.0,6.9,2024,3,1,8,50,0
2024-03-01 09:00:00,356.2,291.4,0.818,64.0,1,0,0,0,217.1,20.8,0,33.0,20.5,1315.4,6.5,45.3,51.8,6.2,87.5,81.3,72.7,-8.6,46,0,48,50,74.5,7.2,11.3,7.0,2024,3,1,9,0,0
2024-03-01 09:10:00,380.9,282.8,0.742,61.6,1,0,0,0,208.9,20.7,0,32.7,20.5,1324.9,6.9,45.4,52.3,6.4,87.6,81.2,72.7,-8.5,46,0,48,50,73.9,7.3,11.6,7.2,2024,3,1,9,10,0
2024-03-01 09:20:00,422.5,319.9,0.757,72.4,1,0,0,0,245.6,20.9,0,33.1,20.4,1334.3,7.6,45.6,53.2,7.1,88.7,81.6,72.7,-8.9,46,0,48,50,76.8,6.5,10.3,6.4,2024,3,1,9,20,0
2024-03-01 09:30:00,417.3,320.6,0.768,72.7,1,0,0,0,246.6,20.8,0,32.7,20.6,1317.8,7.6,45.6,53.2,7.2,90.1,82.9,72.7,-10.2,46,0,48,50,76.9,6.5,10.2,6.4,2024,3,1,9,30,0
2024-03-01 09:40:00,412.2,331.7,0.805,76.0,1,0,0,0,257.7,20.9,0,32.8,20.4,1318.9,7.5,45.5,53.0,7.5,91.1,83.6,72.7,-10.9,46,0,48,50,77.7,6.3,9.9,6.2,2024,3,1,9,40,0
2024-03-01 09:50:00,402.3,314.2,0.781,70.8,1,0,0,0,240.3,20.8,0,32.8,20.3,1322.5,7.3,45.7,53.0,7.4,91.3,83.9,72.7,-11.2,46,0,48,50,76.5,6.6,10.4,6.5,2024,3,1,9,50,0
2024-03-01 10:00:00,439.7,363.8,0.827,84.4,1,0,0,0,286.4,22.2,0,34.9,20.4,1353.0,7.8,45.2,53.0,7.7,91.8,84.1,72.7,-11.4,47,0,49,50,78.7,6.1,9.6,5.6,2024,3,1,10,0,0
2024-03-01 10:10:00,437.4,355.4,0.812,82.0,1,0,0,0,278.0,22.2,0,34.8,20.4,1346.0,7.8,45.4,53.2,7.7,92.8,85.1,72.7,-12.4,47,0,49,50,78.2,6.2,9.8,5.7,2024,3,1,10,10,0
2024-03-01 10:20:00,440.2,352.6,0.801,80.9,1,0,0,0,274.5,23.0,0,34.9,20.2,1408.6,7.5,45.7,53.2,7.6,92.7,85.1,72.7,-12.4,47,0,49,50,77.8,6.5,9.9,5.7,2024,3,1,10,20,0
2024-03-01 10:30:00,429.1,346.2,0.807,78.9,1,0,0,0,267.6,23.0,0,35.1,20.5,1410.8,7.3,45.8,53.1,7.6,92.4,84.8,72.7,-12.1,47,0,49,50,77.3,6.6,10.1,5.9,2024,3,1,10,30,0
2024-03-01 10:40:00,417.0,347.0,0.832,79.2,1,0,0,0,268.5,22.9,0,35.2,20.5,1409.7,7.1,45.7,52.8,7.7,92.5,84.8,72.7,-12.1,47,0,49,50,77.4,6.6,10.1,5.9,2024,3,1,10,40,0
2024-03-01 10:50:00,452.3,362.2,0.801,83.8,1,0,0,0,284.3,22.9,0,34.7,20.4,1409.7,7.7,45.5,53.2,7.8,92.7,84.9,72.7,-12.2,47,0,49,50,78.5,6.3,9.6,5.6,2024,3,1,10,50,0
2024-03-01 11:00:00,425.4,328.4,0.772,73.8,1,0,0,0,250.3,22.9,0,34.9,20.3,1398.5,7.3,45.7,53.0,7.7,92.7,85.0,72.7,-12.3,47,0,49,50,76.2,7.0,10.6,6.2,2024,3,1,11,0,0
2024-03-01 11:10:00,441.2,363.3,0.823,84.0,1,0,0,0,284.9,22.9,0,35.1,20.4,1411.9,7.5,45.7,53.2,7.7,92.7,85.0,72.7,-12.3,47,0,49,50,78.4,6.3,9.7,5.6,2024,3,1,11,10,0
2024-03-01 11:20:00,426.2,361.0,0.847,83.3,1,0,0,0,282.7,22.9,0,34.9,20.4,1420.8,7.2,45.6,52.8,7.7,92.6,84.9,72.7,-12.2,47,0,49,50,78.3,6.4,9.7,5.7,2024,3,1,11,20,0
2024-03-01 11:30:00,438.4,358.0,0.817,82.4,1,0,0,0,279.6,22.7,0,35.3,20.4,1421.9,7.4,45.4,52.8,7.7,92.9,85.2,72.7,-12.5,47,0,49,50,78.1,6.3,9.9,5.7,2024,3,1,11,30,0
2024-03-01 11:40:00,436.0,357.9,0.821,82.2,1,0,0,0,279.9,22.7,0,35.2,20.1,1414.1,7.4,45.8,53.2,7.7,93.0,85.3,72.7,-12.6,47,0,49,50,78.2,6.3,9.8,5.6,2024,3,1,11,40,0
2024-03-01 11:50:00,434.0,359.1,0.827,82.6,1,0,0,0,281.2,22.8,0,34.8,20.2,1407.5,7.4,45.6,53.0,7.7,93.1,85.4,72.7,-12.7,47,0,49,50,78.3,6.3,9.7,5.6,2024,3,1,11,50,0
2024-03-01 12:00:00,429.1,357.2,0.832,82.3,1,0,0,0,279.3,22.8,0,34.7,20.3,1410.8,7.3,45.7,53.0,7.6,93.0,85.4,72.7,-12.7,47,0,49,50,78.2,6.4,9.7,5.7,2024,3,1,12,0,0
2024-03-01 12:10:00,425.8,361.1,0.848,82.8,1,0,0,0,281.0,24.5,0,35.4,20.3,1439.4,7.1,45.7,52.8,7.8,93.5,85.7,72.7,-13.0,48,0,49,50,77.8,6.8,9.8,5.6,2024,3,1,12,10,0
2024-03-01 12:20:00,434.5,358.4,0.825,82.2,1,0,0,0,278.9,24.2,0,35.0,20.3,1428.5,7.3,45.6,52.9,7.5,92.9,85.4,72.7,-12.7,48,0,49,50,77.8,6.8,9.8,5.7,2024,3,1,12,20,0
2024-03-01 12:30:00,424.2,353.7,0.834,80.7,1,0,0,0,273.9,24.4,0,35.2,20.2,1433.9,7.1,45.5,52.6,7.5,92.9,85.4,72.7,-12.7,48,0,49,50,77.4,6.9,10.0,5.7,2024,3,1,12,30,0
2024-03-01 12:40:00,420.1,349.8,0.833,79.7,1,0,0,0,270.3,24.3,0,35.0,20.3,1440.5,7.0,45.4,52.4,7.6,93.0,85.4,72.7,-12.7,48,0,49,50,77.3,6.9,10.0,5.8,2024,3,1,12,40,0
2024-03-01 12:50:00,406.3,346.9,0.854,78.7,1,0,0,0,267.0,24.5,0,35.0,20.4,1433.9,6.8,45.7,52.5,7.4,93.0,85.6,72.7,-12.9,48,0,49,50,77.0,7.1,10.1,5.9,2024,3,1,12,50,0
2024-03-01 13:00:00,451.8,371.0,0.821,85.4,1,0,0,0,289.9,25.7,0,35.1,20.3,1465.3,7.4,45.5,52.9,7.6,93.0,85.4,72.7,-12.7,49,0,49,50,78.1,6.9,9.5,5.5,2024,3,1,13,0,0
2024-03-01 13:10:00,437.7,358.6,0.819,81.9,1,0,0,0,277.8,25.8,0,35.0,20.1,1458.9,7.2,45.8,53.0,7.8,93.6,85.8,72.7,-13.1,49,0,49,50,77.5,7.2,9.7,5.6,2024,3,1,13,10,0
2024-03-01 13:20:00,448.2,363.0,0.81,83.0,1,0,0,0,281.7,26.0,0,35.2,20.2,1453.5,7.4,45.8,53.2,8.0,93.8,85.8,72.7,-13.1,49,0,49,50,77.6,7.2,9.7,5.6,2024,3,1,13,20,0
2024-03-01 13:30:00,439.9,359.7,0.818,82.1,1,0,0,0,278.4,25.8,0,35.2,20.3,1466.4,7.2,45.7,52.9,7.8,93.6,85.8,72.7,-13.1,49,0,49,50,77.4,7.2,9.8,5.6,2024,3,1,13,30,0
2024-03-01 13:40:00,439.9,362.7,0.824,83.0,1,0,0,0,281.5,25.7,0,35.0,20.5,1466.4,7.2,45.8,53.0,7.6,93.4,85.8,72.7,-13.1,49,0,49,50,77.6,7.1,9.6,5.6,2024,3,1,13,40,0
2024-03-01 13:50:00,448.2,372.8,0.832,86.1,1,0,0,0,291.9,25.7,0,34.8,20.3,1453.5,7.4,45.8,53.2,8.0,93.9,85.9,72.7,-13.2,49,0,49,50,78.3,6.9,9.3,5.4,2024,3,1,13,50,0
2024-03-01 14:00:00,458.2,361.6,0.789,82.6,1,0,0,0,280.2,25.9,0,35.2,20.5,1466.4,7.5,45.8,53.3,7.9,93.9,86.0,72.7,-13.3,49,0,49,50,77.5,7.2,9.7,5.7,2024,3,1,14,0,0
2024-03-01 14:10:00,425.2,360.8,0.848,82.5,1,0,0,0,279.8,25.7,0,34.9,20.3,1457.8,7.0,46.2,53.2,7.7,93.4,85.7,72.7,-13.0,49,0,49,50,77.6,7.1,9.7,5.6,2024,3,1,14,10,0
2024-03-01 14:20:00,437.7,356.2,0.814,81.1,1,0,0,0,274.9,25.9,0,35.1,20.4,1458.9,7.2,46.1,53.3,7.8,93.8,86.0,72.7,-13.3,49,0,49,50,77.2,7.3,9.8,5.7,2024,3,1,14,20,0
2024-03-01 14:30:00,430.3,359.5,0.835,82.1,1,0,0,0,278.5,25.8,0,34.9,20.3,1454.6,7.1,46.0,53.1,7.9,93.5,85.6,72.7,-12.9,49,0,49,50,77.5,7.2,9.7,5.6,2024,3,1,14,30,0
2024-03-01 14:40:00,431.6,373.9,0.866,86.2,1,0,0,0,292.6,25.7,0,35.0,20.6,1458.9,7.1,46.0,53.1,7.9,93.5,85.6,72.7,-12.9,49,0,49,50,78.3,6.9,9.4,5.5,2024,3,1,14,40,0
2024-03-01 14:50:00,431.6,365.9,0.848,83.9,1,0,0,0,284.7,25.8,0,34.9,20.5,1458.9,7.1,45.9,53.0,7.8,93.4,85.6,72.7,-12.9,49,0,49,50,77.8,7.0,9.5,5.6,2024,3,1,14,50,0
2024-03-01 15:00:00,440.6,376.7,0.855,87.1,1,0,0,0,295.5,25.9,0,35.1,20.2,1468.5,7.2,46.0,53.2,7.7,92.8,85.1,72.7,-12.4,49,0,49,50,78.4,6.9,9.3,5.4,2024,3,1,15,0,0
2024-03-01 15:20:00,416.9,356.8,0.856,81.2,1,0,0,0,275.5,25.8,0,35.2,20.2,1450.2,6.9,46.1,53.0,7.5,92.8,85.3,72.7,-12.6,49,0,49,50,77.2,7.2,9.9,5.7,2024,3,1,15,20,0
2024-03-01 15:30:00,425.8,376.0,0.883,86.6,1,0,0,0,294.7,25.9,0,35.1,20.4,1459.9,7.0,46.2,53.2,7.6,92.8,85.2,72.7,-12.5,49,0,49,50,78.4,6.9,9.3,5.4,2024,3,1,15,30,0
2024-03-01 15:40:00,441.2,356.3,0.808,80.9,1,0,0,0,275.3,25.9,0,34.9,20.2,1470.6,7.2,46.2,53.4,7.8,93.4,85.6,72.7,-12.9,49,0,49,50,77.3,7.3,9.8,5.7,2024,3,1,15,40,0
2024-03-01 15:50:00,431.3,358.9,0.832,81.9,1,0,0,0,277.8,25.8,0,34.9,20.3,1457.8,7.1,46.0,53.1,7.7,93.3,85.6,72.7,-12.9,49,0,49,50,77.4,7.2,9.7,5.7,2024,3,1,15,50,0
2024-03-01 16:00:00,430.9,359.4,0.834,82.0,1,0,0,0,278.2,25.9,0,35.1,20.3,1456.7,7.1,46.3,53.4,7.8,93.4,85.6,72.7,-12.9,49,0,49,50,77.4,7.2,9.8,5.6,2024,3,1,16,0,0
2024-03-01 16:10:00,439.9,377.9,0.859,87.5,1,0,0,0,297.0,25.8,0,35.0,20.2,1466.4,7.2,46.2,53.4,7.9,93.6,85.7,72.7,-13.0,49,0,49,50,78.6,6.8,9.3,5.3,2024,3,1,16,10,0
2024-03-01 16:20:00,427.4,357.6,0.837,81.5,1,0,0,0,276.6,26.0,0,34.7,20.3,1465.3,7.0,46.4,53.4,7.6,93.4,85.8,72.7,-13.1,49,0,49,50,77.3,7.3,9.7,5.7,2024,3,1,16,20,0
2024-03-01 16:30:00,444.1,363.0,0.818,83.1,1,0,0,0,281.9,25.7,0,35.1,20.4,1459.9,7.3,46.6,53.9,7.9,93.9,86.0,72.7,-13.3,49,0,49,50,77.7,7.1,9.7,5.6,2024,3,1,16,30,0
2024-03-01 16:40:00,451.5,374.6,0.83,86.6,1,0,0,0,293.6,25.6,0,34.9,20.5,1464.2,7.4,46.5,53.9,7.9,94.2,86.3,72.7,-13.6,49,0,49,50,78.4,6.8,9.3,5.5,2024,3,1,16,40,0
2024-03-01 16:50:00,423.1,362.2,0.856,82.9,1,0,0,0,281.2,25.7,0,35.1,20.3,1471.7,6.9,46.3,53.2,7.7,93.5,85.8,72.7,-13.1,49,0,49,50,77.6,7.1,9.7,5.6,2024,3,1,16,50,0
2024-03-01 17:00:00,425.5,357.3,0.84,81.5,1,0,0,0,276.3,25.8,0,34.9,20.3,1458.9,7.0,46.3,53.3,7.8,93.9,86.1,72.7,-13.4,49,0,49,50,77.3,7.2,9.8,5.7,2024,3,1,17,0,0
2024-03-01 17:10:00,436.7,354.2,0.811,80.6,1,0,0,0,273.3,25.7,0,35.0,20.2,1455.6,7.2,46.5,53.7,8.0,94.3,86.3,72.7,-13.6,49,0,49,50,77.1,7.3,9.9,5.7,2024,3,1,17,10,0
2024-03-01 17:20:00,436.4,376.7,0.863,87.2,1,0,0,0,295.7,25.8,0,34.9,20.3,1454.6,7.2,46.4,53.6,7.5,93.6,86.1,72.7,-13.4,49,0,49,50,78.5,6.9,9.3,5.4,2024,3,1,17,20,0
